host,home,year,category,anti_avoidance_rule,appl_max,conduit,min_rate_max,rate_shopping,min_rate_max_no_aa,rate_shopping_no_aa,min_available,min_available_no_aa,rate_weighted_mean,advantage_over_rest,equally_more_advantageous_conduit_exists,treaty_in_place
NGA,MUS,2012,land_rich,PARTIAL,0,1,0,0,0,0,0,0,0,0,1,1
NGA,MUS,2012,royalties_general,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.830923739508936,2.330923739508936,1,1
NGA,MUS,2012,shares,PARTIAL,0,1,0,0,0,0,0,0,0,0,1,1
NGA,MUS,2012,technical_services,PARTIAL,0,1,0,0,0,0,0,0,8.329417388655155,8.329417388655155,1,1
NGA,MUS,2013,dividends_subst,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.830923739508936,2.330923739508936,1,1
NGA,MUS,2013,interest_general,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.830923739508936,2.330923739508936,1,1
NGA,MUS,2013,land_rich,PARTIAL,0,1,0,0,0,0,0,0,0,0,1,1
NGA,MUS,2013,royalties_general,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.830923739508936,2.330923739508936,1,1
NGA,MUS,2013,shares,PARTIAL,0,1,0,0,0,0,0,0,0,0,1,1
NGA,MUS,2013,technical_services,PARTIAL,0,1,0,0,0,0,0,0,8.329417388655155,8.329417388655155,1,1
NGA,MUS,2014,dividends_subst,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.830923739508936,2.330923739508936,1,1
NGA,MUS,2014,interest_general,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.830923739508936,2.330923739508936,1,1
NGA,MUS,2014,land_rich,PARTIAL,0,1,0,0,0,0,0,0,0,0,1,1
NGA,MUS,2014,royalties_general,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.830923739508936,2.330923739508936,1,1
NGA,MUS,2014,shares,PARTIAL,0,1,0,0,0,0,0,0,0,0,1,1
NGA,MUS,2014,technical_services,PARTIAL,0,1,0,0,0,0,0,0,8.303339297170501,8.303339297170501,1,1
NGA,MUS,2015,dividends_subst,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.7701572551908,2.2701572551907994,1,1
NGA,MUS,2015,interest_general,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.7701572551908,2.2701572551907994,1,1
NGA,MUS,2015,land_rich,PARTIAL,0,1,0,0,0,0,0,0,0,0,1,1
NGA,MUS,2015,royalties_general,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.7701572551908,2.2701572551907994,1,1
NGA,MUS,2015,shares,PARTIAL,0,1,0,0,0,0,0,0,0,0,1,1
NGA,MUS,2015,technical_services,PARTIAL,0,1,0,0,0,0,0,0,8.060273359897954,8.060273359897954,1,1
NGA,MUS,2016,dividends_subst,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.7701572551908,2.2701572551907994,1,1
NGA,MUS,2016,interest_general,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.7701572551908,2.2701572551907994,1,1
NGA,MUS,2016,land_rich,PARTIAL,0,1,0,0,0,0,0,0,0,0,1,1
NGA,MUS,2016,royalties_general,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.7701572551908,2.2701572551907994,1,1
NGA,MUS,2016,shares,PARTIAL,0,1,0,0,0,0,0,0,0,0,1,1
NGA,MUS,2016,technical_services,PARTIAL,0,1,0,0,0,0,0,0,8.060273359897954,8.060273359897954,1,1
NGA,MUS,2017,dividends_subst,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.7701572551908,2.2701572551907994,1,1
NGA,MUS,2017,interest_general,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.7701572551908,2.2701572551907994,1,1
NGA,MUS,2017,land_rich,PARTIAL,0,1,0,0,0,0,0,0,0,0,1,1
NGA,MUS,2017,royalties_general,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.7701572551908,2.2701572551907994,1,1
NGA,MUS,2017,shares,PARTIAL,0,1,0,0,0,0,0,0,0,0,1,1
NGA,MUS,2017,technical_services,PARTIAL,0,1,0,0,0,0,0,0,8.060273359897954,8.060273359897954,1,1
NGA,MUS,2018,dividends_subst,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.7701572551908,2.2701572551907994,1,1
NGA,MUS,2018,interest_general,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.7701572551908,2.2701572551907994,1,1
NGA,MUS,2018,land_rich,PARTIAL,0,1,0,0,0,0,0,0,0,0,1,1
NGA,MUS,2018,royalties_general,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.7701572551908,2.2701572551907994,1,1
NGA,MUS,2018,shares,PARTIAL,0,1,0,0,0,0,0,0,0,0,1,1
NGA,MUS,2018,technical_services,PARTIAL,0,1,0,0,0,0,0,0,8.060273359897954,8.060273359897954,1,1
NGA,MUS,2019,dividends_subst,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.750777733092118,2.250777733092118,1,1
NGA,MUS,2019,interest_general,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.750777733092118,2.250777733092118,1,1
NGA,MUS,2019,land_rich,PARTIAL,0,1,0,0,0,0,0,0,0,0,1,1
NGA,MUS,2019,royalties_general,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.750777733092118,2.250777733092118,1,1
NGA,MUS,2019,shares,PARTIAL,0,1,0,0,0,0,0,0,0,0,1,1
NGA,MUS,2019,technical_services,PARTIAL,0,1,0,0,0,0,0,0,7.98275527150323,7.98275527150323,1,1
NGA,MUS,2020,dividends_subst,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.750777733092118,2.250777733092118,1,1
NGA,MUS,2020,interest_general,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.750777733092118,2.250777733092118,1,1
NGA,MUS,2020,land_rich,PARTIAL,0,1,0,0,0,0,0,0,0,0,1,1
NGA,MUS,2020,royalties_general,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.750777733092118,2.250777733092118,1,1
NGA,MUS,2020,shares,PARTIAL,0,1,0,0,0,0,0,0,0,0,1,1
NGA,MUS,2020,technical_services,PARTIAL,0,1,0,0,0,0,0,0,7.98275527150323,7.98275527150323,1,1
NGA,MUS,2021,dividends_subst,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.750777733092118,2.250777733092118,1,1
NGA,MUS,2021,interest_general,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.750777733092118,2.250777733092118,1,1
NGA,MUS,2021,land_rich,PARTIAL,0,1,0,0,0,0,0,0,0,0,1,1
NGA,MUS,2021,royalties_general,PARTIAL,7.5,1,7.5,0,7.5,0,7.5,7.5,9.750777733092118,2.250777733092118,1,1
NGA,MUS,2021,shares,PARTIAL,0,1,0,0,0,0,0,0,0,0,1,1
NGA,MUS,2021,technical_services,PARTIAL,0,1,0,0,0,0,0,0,7.98275527150323,7.98275527150323,1,1
NGA,NLD,2004,dividends_subst,NA,10,1,10,0,10,0,10,10,10,0,1,1
NGA,NLD,2004,interest_general,NA,10,1,10,0,10,0,10,10,10,0,1,1
NGA,NLD,2004,land_rich,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2004,royalties_general,NA,10,1,10,0,10,0,10,10,10,0,1,1
NGA,NLD,2004,shares,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2004,technical_services,NA,0,1,0,0,0,0,0,0,9.005722430619416,9.005722430619416,1,1
NGA,NLD,2005,dividends_subst,NA,10,1,10,0,10,0,10,10,10,0,1,1
NGA,NLD,2005,interest_general,NA,10,1,10,0,10,0,10,10,10,0,1,1
NGA,NLD,2005,land_rich,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2005,royalties_general,NA,10,1,10,0,10,0,10,10,10,0,1,1
NGA,NLD,2005,shares,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2005,technical_services,NA,0,1,0,0,0,0,0,0,9.005722430619416,9.005722430619416,1,1
NGA,NLD,2006,dividends_subst,NA,10,1,10,0,10,0,10,10,10,0,1,1
NGA,NLD,2006,interest_general,NA,10,1,10,0,10,0,10,10,10,0,1,1
NGA,NLD,2006,land_rich,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2006,royalties_general,NA,10,1,10,0,10,0,10,10,10,0,1,1
NGA,NLD,2006,shares,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2006,technical_services,NA,0,1,0,0,0,0,0,0,9.005722430619416,9.005722430619416,1,1
NGA,NLD,2007,dividends_subst,NA,10,1,10,0,10,0,10,10,10,0,1,1
NGA,NLD,2007,interest_general,NA,10,1,10,0,10,0,10,10,10,0,1,1
NGA,NLD,2007,land_rich,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2007,royalties_general,NA,10,1,10,0,10,0,10,10,10,0,1,1
NGA,NLD,2007,shares,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2007,technical_services,NA,0,1,0,0,0,0,0,0,9.005722430619416,9.005722430619416,1,1
NGA,NLD,2008,dividends_subst,NA,10,1,10,0,10,0,10,10,10,0,1,1
NGA,NLD,2008,interest_general,NA,10,1,10,0,10,0,10,10,10,0,1,1
NGA,NLD,2008,land_rich,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2008,royalties_general,NA,10,1,10,0,10,0,10,10,10,0,1,1
NGA,NLD,2008,shares,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2008,technical_services,NA,0,1,0,0,0,0,0,0,9.005722430619416,9.005722430619416,1,1
NGA,NLD,2009,dividends_subst,NA,10,1,10,0,10,0,10,10,9.988731352498801,-0.011268647501198714,1,1
NGA,NLD,2009,interest_general,NA,10,1,10,0,10,0,10,10,9.988731352498801,-0.011268647501198714,1,1
NGA,NLD,2009,land_rich,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2009,royalties_general,NA,10,1,10,0,10,0,10,10,9.988731352498801,-0.011268647501198714,1,1
NGA,NLD,2009,shares,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2009,technical_services,NA,0,1,0,0,0,0,0,0,8.960647840614621,8.960647840614621,1,1
NGA,NLD,2010,dividends_subst,NA,10,1,10,0,10,0,10,10,9.83596064775594,-0.1640393522440604,1,1
NGA,NLD,2010,interest_general,NA,10,1,10,0,10,0,10,10,9.83596064775594,-0.1640393522440604,1,1
NGA,NLD,2010,land_rich,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2010,royalties_general,NA,10,1,10,0,10,0,10,10,9.83596064775594,-0.1640393522440604,1,1
NGA,NLD,2010,shares,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2010,technical_services,NA,0,1,0,0,0,0,0,0,8.349565021643174,8.349565021643174,1,1
NGA,NLD,2011,dividends_subst,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.83596064775594,-0.1640393522440604,1,1
NGA,NLD,2011,interest_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.83596064775594,-0.1640393522440604,1,1
NGA,NLD,2011,land_rich,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2011,royalties_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.83596064775594,-0.1640393522440604,1,1
NGA,NLD,2011,shares,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2011,technical_services,NA,0,1,0,0,0,0,0,0,8.349565021643174,8.349565021643174,1,1
NGA,NLD,2012,dividends_subst,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.830923739508936,-0.16907626049106383,1,1
NGA,NLD,2012,interest_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.830923739508936,-0.16907626049106383,1,1
NGA,NLD,2012,land_rich,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2012,royalties_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.830923739508936,-0.16907626049106383,1,1
NGA,NLD,2012,shares,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2012,technical_services,NA,0,1,0,0,0,0,0,0,8.329417388655155,8.329417388655155,1,1
NGA,NLD,2013,dividends_subst,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.830923739508936,-0.16907626049106383,1,1
NGA,NLD,2013,interest_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.830923739508936,-0.16907626049106383,1,1
NGA,NLD,2013,land_rich,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2013,royalties_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.830923739508936,-0.16907626049106383,1,1
NGA,NLD,2013,shares,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2013,technical_services,NA,0,1,0,0,0,0,0,0,8.329417388655155,8.329417388655155,1,1
NGA,NLD,2014,dividends_subst,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.830923739508936,-0.16907626049106383,1,1
NGA,NLD,2014,interest_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.830923739508936,-0.16907626049106383,1,1
NGA,NLD,2014,land_rich,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2014,royalties_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.830923739508936,-0.16907626049106383,1,1
NGA,NLD,2014,shares,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2014,technical_services,NA,0,1,0,0,0,0,0,0,8.303339297170501,8.303339297170501,1,1
NGA,NLD,2015,dividends_subst,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.7701572551908,-0.22984274480920064,1,1
NGA,NLD,2015,interest_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.7701572551908,-0.22984274480920064,1,1
NGA,NLD,2015,land_rich,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2015,royalties_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.7701572551908,-0.22984274480920064,1,1
NGA,NLD,2015,shares,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2015,technical_services,NA,0,1,0,0,0,0,0,0,8.060273359897954,8.060273359897954,1,1
NGA,NLD,2016,dividends_subst,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.7701572551908,-0.22984274480920064,1,1
NGA,NLD,2016,interest_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.7701572551908,-0.22984274480920064,1,1
NGA,NLD,2016,land_rich,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2016,royalties_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.7701572551908,-0.22984274480920064,1,1
NGA,NLD,2016,shares,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2016,technical_services,NA,0,1,0,0,0,0,0,0,8.060273359897954,8.060273359897954,1,1
NGA,NLD,2017,dividends_subst,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.7701572551908,-0.22984274480920064,1,1
NGA,NLD,2017,interest_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.7701572551908,-0.22984274480920064,1,1
NGA,NLD,2017,land_rich,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2017,royalties_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.7701572551908,-0.22984274480920064,1,1
NGA,NLD,2017,shares,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2017,technical_services,NA,0,1,0,0,0,0,0,0,8.060273359897954,8.060273359897954,1,1
NGA,NLD,2018,dividends_subst,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.7701572551908,-0.22984274480920064,1,1
NGA,NLD,2018,interest_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.7701572551908,-0.22984274480920064,1,1
NGA,NLD,2018,land_rich,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2018,royalties_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.7701572551908,-0.22984274480920064,1,1
NGA,NLD,2018,shares,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2018,technical_services,NA,0,1,0,0,0,0,0,0,8.060273359897954,8.060273359897954,1,1
NGA,NLD,2019,dividends_subst,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.750777733092118,-0.24922226690788207,1,1
NGA,NLD,2019,interest_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.750777733092118,-0.24922226690788207,1,1
NGA,NLD,2019,land_rich,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2019,royalties_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.750777733092118,-0.24922226690788207,1,1
NGA,NLD,2019,shares,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2019,technical_services,NA,0,1,0,0,0,0,0,0,7.98275527150323,7.98275527150323,1,1
NGA,NLD,2020,dividends_subst,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.750777733092118,-0.24922226690788207,1,1
NGA,NLD,2020,interest_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.750777733092118,-0.24922226690788207,1,1
NGA,NLD,2020,land_rich,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2020,royalties_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.750777733092118,-0.24922226690788207,1,1
NGA,NLD,2020,shares,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2020,technical_services,NA,0,1,0,0,0,0,0,0,7.98275527150323,7.98275527150323,1,1
NGA,NLD,2021,dividends_subst,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.750777733092118,-0.24922226690788207,1,1
NGA,NLD,2021,interest_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.750777733092118,-0.24922226690788207,1,1
NGA,NLD,2021,land_rich,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2021,royalties_general,NA,10,1,7.5,2.5,7.5,2.5,7.5,7.5,9.750777733092118,-0.24922226690788207,1,1
NGA,NLD,2021,shares,NA,0,1,0,0,0,0,0,0,0,0,1,1
NGA,NLD,2021,technical_services,NA,0,1,0,0,0,0,0,0,7.98275527150323,7.98275527150323,1,1
SEN,MUS,2004,dividends_subst,NA,10,1,0,10,0,10,0,0,9.911916112139423,-0.08808388786057719,1,0
SEN,MUS,2004,interest_general,NA,16,1,0,16,0,16,0,0,15.805846478301103,-0.19415352169889744,1,0
SEN,MUS,2004,land_rich,NA,35,1,0,35,0,35,0,0,33.54499651184693,-1.4550034881530678,1,0
SEN,MUS,2004,royalties_general,NA,20,1,0,20,0,20,0,0,19.203530778769263,-0.7964692212307369,1,0
SEN,MUS,2004,shares,NA,35,1,0,35,0,35,0,0,32.09853690980544,-2.901463090194561,1,0
SEN,MUS,2004,technical_services,NA,20,1,0,20,0,20,0,0,17.953253390500628,-2.0467466094993725,1,0
SEN,MUS,2005,dividends_subst,NA,0,1,0,0,0,0,0,0,9.89351541726176,9.89351541726176,1,1
SEN,MUS,2005,interest_general,NA,0,1,0,0,0,0,0,0,15.763604001286268,15.763604001286268,1,1
SEN,MUS,2005,land_rich,NA,0,1,0,0,0,0,0,0,31.497009766558385,31.497009766558385,1,1
SEN,MUS,2005,royalties_general,NA,0,1,0,0,0,0,0,0,19.145393780329645,19.145393780329645,1,1
SEN,MUS,2005,shares,NA,0,1,0,0,0,0,0,0,30.13320499891926,30.13320499891926,1,1
SEN,MUS,2005,technical_services,NA,0,1,0,0,0,0,0,0,17.873780783376723,17.873780783376723,1,1
SEN,MUS,2006,dividends_subst,NA,0,1,0,0,0,0,0,0,9.89351541726176,9.89351541726176,1,1
SEN,MUS,2006,interest_general,NA,0,1,0,0,0,0,0,0,19.380880142980736,19.380880142980736,1,1
SEN,MUS,2006,land_rich,NA,0,1,0,0,0,0,0,0,31.497009766558385,31.497009766558385,1,1
SEN,MUS,2006,royalties_general,NA,0,1,0,0,0,0,0,0,19.145393780329645,19.145393780329645,1,1
SEN,MUS,2006,shares,NA,0,1,0,0,0,0,0,0,30.13320499891926,30.13320499891926,1,1
SEN,MUS,2006,technical_services,NA,0,1,0,0,0,0,0,0,17.873780783376723,17.873780783376723,1,1
SEN,MUS,2007,dividends_subst,NA,0,1,0,0,0,0,0,0,9.89351541726176,9.89351541726176,1,1
SEN,MUS,2007,interest_general,NA,0,1,0,0,0,0,0,0,19.356849489307073,19.356849489307073,1,1
SEN,MUS,2007,land_rich,NA,0,1,0,0,0,0,0,0,23.861371035271503,23.861371035271503,1,1
SEN,MUS,2007,royalties_general,NA,0,1,0,0,0,0,0,0,19.121363126655982,19.121363126655982,1,1
SEN,MUS,2007,shares,NA,0,1,0,0,0,0,0,0,22.768108971057707,22.768108971057707,1,1
SEN,MUS,2007,technical_services,NA,0,1,0,0,0,0,0,0,17.84975012970306,17.84975012970306,1,1
SEN,MUS,2008,dividends_subst,NA,0,1,0,0,0,0,0,0,9.89351541726176,9.89351541726176,1,1
SEN,MUS,2008,interest_general,NA,0,1,0,0,0,0,0,0,19.356849489307073,19.356849489307073,1,1
SEN,MUS,2008,land_rich,NA,0,1,0,0,0,0,0,0,23.861371035271503,23.861371035271503,1,1
SEN,MUS,2008,royalties_general,NA,0,1,0,0,0,0,0,0,19.121363126655982,19.121363126655982,1,1
SEN,MUS,2008,shares,NA,0,1,0,0,0,0,0,0,22.768108971057707,22.768108971057707,1,1
SEN,MUS,2008,technical_services,NA,0,1,0,0,0,0,0,0,17.84975012970306,17.84975012970306,1,1
SEN,MUS,2009,dividends_subst,NA,0,1,0,0,0,0,0,0,9.89351541726176,9.89351541726176,1,1
SEN,MUS,2009,interest_general,NA,0,1,0,0,0,0,0,0,19.356849489307073,19.356849489307073,1,1
SEN,MUS,2009,land_rich,NA,0,1,0,0,0,0,0,0,23.861371035271503,23.861371035271503,1,1
SEN,MUS,2009,royalties_general,NA,0,1,0,0,0,0,0,0,19.121363126655982,19.121363126655982,1,1
SEN,MUS,2009,shares,NA,0,1,0,0,0,0,0,0,22.768108971057707,22.768108971057707,1,1
SEN,MUS,2009,technical_services,NA,0,1,0,0,0,0,0,0,17.84975012970306,17.84975012970306,1,1
SEN,MUS,2010,dividends_subst,NA,0,1,0,0,0,0,0,0,9.89351541726176,9.89351541726176,1,1
SEN,MUS,2010,interest_general,NA,0,1,0,0,0,0,0,0,19.29876432877782,19.29876432877782,0,1
SEN,MUS,2010,land_rich,NA,0,1,0,0,0,0,0,0,23.861371035271503,23.861371035271503,1,1
SEN,MUS,2010,royalties_general,NA,0,1,0,0,0,0,0,0,19.199753726841205,19.199753726841205,0,1
SEN,MUS,2010,shares,NA,0,1,0,0,0,0,0,0,22.477683168411456,22.477683168411456,1,1
SEN,MUS,2010,technical_services,NA,0,1,0,0,0,0,0,0,17.753885248300534,17.753885248300534,1,1
SEN,MUS,2011,dividends_subst,NA,0,1,0,0,0,0,0,0,9.89351541726176,9.89351541726176,1,1
SEN,MUS,2011,interest_general,NA,0,1,0,0,0,0,0,0,19.29876432877782,19.29876432877782,0,1
SEN,MUS,2011,land_rich,NA,0,1,0,0,0,0,0,0,23.861371035271503,23.861371035271503,1,1
SEN,MUS,2011,royalties_general,NA,0,1,0,0,0,0,0,0,19.199753726841205,19.199753726841205,0,1
SEN,MUS,2011,shares,NA,0,1,0,0,0,0,0,0,22.477683168411456,22.477683168411456,1,1
SEN,MUS,2011,technical_services,NA,0,1,0,0,0,0,0,0,17.753885248300534,17.753885248300534,1,1
SEN,MUS,2012,dividends_subst,NA,0,1,0,0,0,0,0,0,9.89351541726176,9.89351541726176,1,1
SEN,MUS,2012,interest_general,NA,0,1,0,0,0,0,0,0,19.15791562975767,19.15791562975767,0,1
SEN,MUS,2012,land_rich,NA,0,1,0,0,0,0,0,0,23.861371035271503,23.861371035271503,1,1
SEN,MUS,2012,royalties_general,NA,0,1,0,0,0,0,0,0,19.05890502782105,19.05890502782105,0,1
SEN,MUS,2012,shares,NA,0,1,0,0,0,0,0,0,22.125561420861075,22.125561420861075,1,1
SEN,MUS,2012,technical_services,NA,0,1,0,0,0,0,0,0,17.472187850260227,17.472187850260227,1,1
SEN,MUS,2013,dividends_subst,NA,0,1,0,0,0,0,0,0,9.89351541726176,9.89351541726176,0,1
SEN,MUS,2013,interest_general,NA,0,1,0,0,0,0,0,0,19.15791562975767,19.15791562975767,0,1
SEN,MUS,2013,land_rich,NA,0,1,0,0,0,0,0,0,23.861371035271503,23.861371035271503,1,1
SEN,MUS,2013,royalties_general,NA,0,1,0,0,0,0,0,0,19.05890502782105,19.05890502782105,0,1
SEN,MUS,2013,shares,NA,0,1,0,0,0,0,0,0,22.125561420861075,22.125561420861075,1,1
SEN,MUS,2013,technical_services,NA,0,1,0,0,0,0,0,0,17.472187850260227,17.472187850260227,1,1
SEN,MUS,2014,dividends_subst,NA,0,1,0,0,0,0,0,0,9.89351541726176,9.89351541726176,0,1
SEN,MUS,2014,interest_general,NA,0,1,0,0,0,0,0,0,19.15791562975767,19.15791562975767,0,1
SEN,MUS,2014,land_rich,NA,0,1,0,0,0,0,0,0,28.633645242325805,28.633645242325805,1,1
SEN,MUS,2014,royalties_general,NA,0,1,0,0,0,0,0,0,19.05890502782105,19.05890502782105,0,1
SEN,MUS,2014,shares,NA,0,1,0,0,0,0,0,0,26.55067370503329,26.55067370503329,1,1
SEN,MUS,2014,technical_services,NA,0,1,0,0,0,0,0,0,17.472187850260227,17.472187850260227,1,1
SEN,MUS,2015,dividends_subst,NA,0,1,0,0,0,0,0,0,9.85626968747316,9.85626968747316,0,1
SEN,MUS,2015,interest_general,NA,0,1,0,0,0,0,0,0,19.04617844039187,19.04617844039187,0,1
SEN,MUS,2015,land_rich,NA,0,1,0,0,0,0,0,0,28.633645242325805,28.633645242325805,1,1
SEN,MUS,2015,royalties_general,NA,0,1,0,0,0,0,0,0,18.947167838455254,18.947167838455254,0,1
SEN,MUS,2015,shares,NA,0,1,0,0,0,0,0,0,26.55067370503329,26.55067370503329,1,1
SEN,MUS,2015,technical_services,NA,0,1,0,0,0,0,0,0,17.32320493110583,17.32320493110583,1,1
SEN,MUS,2016,dividends_subst,NA,0,1,0,0,0,0,0,0,9.728002124304375,9.728002124304375,0,1
SEN,MUS,2016,interest_general,NA,0,1,0,0,0,0,0,0,18.789643314054302,18.789643314054302,0,1
SEN,MUS,2016,land_rich,NA,0,1,0,0,0,0,0,0,28.633645242325805,28.633645242325805,1,1
SEN,MUS,2016,royalties_general,NA,0,1,0,0,0,0,0,0,18.690632712117687,18.690632712117687,0,1
SEN,MUS,2016,shares,NA,0,1,0,0,0,0,0,0,26.55067370503329,26.55067370503329,1,1
SEN,MUS,2016,technical_services,NA,0,1,0,0,0,0,0,0,16.810134678430693,16.810134678430693,1,1
SEN,MUS,2017,dividends_subst,NA,0,1,0,0,0,0,0,0,9.70176469988787,9.70176469988787,0,1
SEN,MUS,2017,interest_general,NA,0,1,0,0,0,0,0,0,18.73716846522129,18.73716846522129,0,1
SEN,MUS,2017,land_rich,NA,0,1,0,0,0,0,0,0,28.633645242325805,28.633645242325805,1,1
SEN,MUS,2017,royalties_general,NA,0,1,0,0,0,0,0,0,18.638157863284675,18.638157863284675,0,1
