ctry1,ctry2,name,Status,Conclusion,Entry,Effective,Termination,ctry1_iso,ctry2_iso,paircode
France,Austria,", Capital and Inheritance Tax Treaty (1959)",Status: Terminated,1959,1961,1961,1995,FRA,AUT,AUT - FRA
Georgia,Austria, and Capital Tax Treaty (1981),Status: Terminated,1981,1979,1982,2007,GEO,AUT,AUT - GEO
Germany,Austria, and Capital Tax Treaty (1954),Status: Terminated,1954,1955,1955,2003,DEU,AUT,AUT - DEU
Greece,Austria, and Capital Tax Treaty (1970),Status: Terminated,1970,1972,1972,2010,GRC,AUT,AUT - GRC
India,Austria, Tax Treaty (1963),Status: Terminated,1963,1962,1965,2002,IND,AUT,AUT - IND
Israel,Austria, and Capital Tax Treaty (1970),Status: Terminated,1970,1968,1971,2019,ISR,AUT,AUT - ISR
Japan,Austria, Tax Treaty (1961),Status: Terminated,1961,1963,1963,2019,JPN,AUT,AUT - JPN
Kyrgyzstan,Austria, and Capital Tax Treaty (1981),Status: Terminated,1981,1979,1982,2004,KGZ,AUT,AUT - KGZ
Moldova,Austria, and Capital Tax Treaty (1981),Status: Terminated,1981,1979,1982,2006,MDA,AUT,AUT - MDA
Norway,Austria, and Capital Tax Treaty (1960),Status: Terminated,1960,1958,1960,1997,NOR,AUT,AUT - NOR
Pakistan,Austria, Tax Treaty (1970),Status: Terminated,1970,1968,1971,2008,PAK,AUT,AUT - PAK
Poland,Austria, and Capital Tax Treaty (1974),Status: Terminated,1974,1974,1975,2006,POL,AUT,AUT - POL
Romania,Austria, and Capital Tax Treaty (1976),Status: Terminated,1976,1978,1979,2007,ROU,AUT,AUT - ROU
Russia,Austria, and Capital Tax Treaty (1981),Status: Terminated,1981,1979,1982,2003,RUS,AUT,AUT - RUS
Tajikistan,Austria, and Capital Tax Treaty (1981),Status: Terminated,1981,1979,1982,2013,TJK,AUT,AUT - TJK
Turkey,Austria, and Capital Tax Treaty (1970),Status: Terminated,1970,1974,1973,2010,TUR,AUT,AUT - TUR
Turkmenistan,Austria, and Capital Tax Treaty (1981),Status: Terminated,1981,1979,1982,2017,TKM,AUT,AUT - TKM
Ukraine,Austria, and Capital Tax Treaty (1981),Status: Terminated,1981,1979,1982,2000,UKR,AUT,AUT - UKR
United Kingdom,Austria, Tax Treaty (1969),Status: Terminated,1969,1969,1970,2020,GBR,AUT,AUT - GBR
United States,Austria, Tax Treaty (1956),Status: Terminated,1956,1957,1957,1999,USA,AUT,AUT - USA
Uzbekistan,Austria, and Capital Tax Treaty (1981),Status: Terminated,1981,1979,1982,2002,UZB,AUT,AUT - UZB
Belgium,Azerbaijan, and Capital Tax Treaty (1987),Status: Terminated,1987,1990,1991,2007,BEL,AZE,AZE - BEL
Denmark,Azerbaijan, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,2003,DNK,AZE,AZE - DNK
France,Azerbaijan, Tax Treaty (1985),Status: Terminated,1985,1988,1987,2006,FRA,AZE,AZE - FRA
Germany,Azerbaijan, and Capital Tax Treaty (1981),Status: Terminated,1981,1980,1983,2006,DEU,AZE,AZE - DEU
Netherlands,Azerbaijan, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,2010,NLD,AZE,AZE - NLD
Spain,Azerbaijan, and Capital Tax Treaty (1985),Status: Terminated,1985,1987,1986,2008,ESP,AZE,AZE - ESP
Denmark,Barbados, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,DNK,BRB,BRB - DNK
Norway,Barbados, Tax Treaty (1955),Status: Terminated,1955,1955,1955,1988,NOR,BRB,BRB - NOR
United Kingdom,Barbados, Tax Treaty (1970),Status: Terminated,1970,1969,1970,2013,GBR,BRB,BRB - GBR
United Kingdom,Barbados, Tax Treaty (1949),Status: Terminated,1949,1948,1949,1969,GBR,BRB,BRB - GBR
Belgium,Belarus, and Capital Tax Treaty (1987),Status: Terminated,1987,1990,1991,1999,BEL,BLR,BLR - BEL
Cyprus,Belarus, and Capital Tax Treaty (1982),Status: Terminated,1982,1983,1983,2000,CYP,BLR,BLR - CYP
Germany,Belarus, and Capital Tax Treaty (1981),Status: Terminated,1981,1980,1983,2007,DEU,BLR,BLR - DEU
Italy,Belarus, Tax Treaty (1985),Status: Terminated,1985,1990,1989,2010,ITA,BLR,BLR - ITA
Netherlands,Belarus, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,1998,NLD,BLR,BLR - NLD
Switzerland,Belarus, Tax Treaty (1986),Status: Terminated,1986,1989,1988,2000,CHE,BLR,BLR - CHE
United Kingdom,Belarus, Tax Treaty (1985),Status: Terminated,1985,1986,1986,2019,GBR,BLR,BLR - GBR
Canada,Belgium, Tax Treaty (1975),Status: Terminated,1975,1976,1976,2004,CAN,BEL,BEL - CAN
China (People's Rep.),Belgium, Tax Treaty (1985),Status: Terminated,1985,1988,1987,2014,CHN,BEL,BEL - CHN
Croatia,Belgium, and Capital Tax Treaty (1980),Status: Terminated,1980,1984,1983,2005,HRV,BEL,BEL - HRV
Czech Republic,Belgium, and Capital Tax Treaty (1975),Status: Terminated,1975,1977,1977,2001,CZE,BEL,BEL - CZE
Georgia,Belgium, and Capital Tax Treaty (1987),Status: Terminated,1987,1990,1991,1997,GEO,BEL,BEL - GEO
Greece,Belgium, Tax Treaty (1968),Status: Terminated,1968,1966,1970,2006,GRC,BEL,BEL - GRC
India,Belgium, Tax Treaty (1974),Status: Terminated,1974,1975,1975,1998,IND,BEL,BEL - IND
Indonesia,Belgium, and Capital Tax Treaty (1973),Status: Terminated,1973,1975,1975,2001,IDN,BEL,BEL - IDN
Italy,Belgium, Tax Treaty (1970),Status: Terminated,1970,1963,1973,1990,ITA,BEL,BEL - ITA
Japan,Belgium, Tax Treaty (1968),Status: Terminated,1968,1970,1970,2020,JPN,BEL,BEL - JPN
Kazakhstan,Belgium, and Capital Tax Treaty (1987),Status: Terminated,1987,1990,1991,2000,KAZ,BEL,BEL - KAZ
Morocco,Belgium, Tax Treaty (1972),Status: Terminated,1972,1975,1975,2010,MAR,BEL,BEL - MAR
Netherlands,Belgium, and Capital Tax Treaty (1970),Status: Terminated,1970,1971,1971,2003,NLD,BEL,BEL - NLD
Norway,Belgium, and Capital Tax Treaty (1988),Status: Terminated,1988,1992,1991,2019,NOR,BEL,BEL - NOR
Norway,Belgium, and Capital Tax Treaty (1967),Status: Terminated,1967,1969,1969,1992,NOR,BEL,BEL - NOR
Poland,Belgium, and Capital Tax Treaty (1976),Status: Terminated,1976,1979,1978,2005,POL,BEL,BEL - POL
Romania,Belgium, and Capital Tax Treaty (1976),Status: Terminated,1976,1978,1978,1999,ROU,BEL,BEL - ROU
Russia,Belgium, and Capital Tax Treaty (1987),Status: Terminated,1987,1990,1991,2001,RUS,BEL,BEL - RUS
Singapore,Belgium, Tax Treaty (1972),Status: Terminated,1972,1973,1973,2009,SGP,BEL,BEL - SGP
Slovak Republic,Belgium, and Capital Tax Treaty (1975),Status: Terminated,1975,1977,1977,2001,SVK,BEL,BEL - SVK
Slovenia,Belgium, and Capital Tax Treaty (1980),Status: Terminated,1980,1984,1983,2003,SVN,BEL,BEL - SVN
Spain,Belgium, and Capital Tax Treaty (1970),Status: Terminated,1970,1972,1972,2003,ESP,BEL,BEL - ESP
Sweden,Belgium, and Capital Tax Treaty (1965),Status: Terminated,1965,1968,1968,1991,SWE,BEL,BEL - SWE
Tunisia,Belgium, and Capital Tax Treaty (1975),Status: Terminated,1975,1976,1976,2010,TUN,BEL,BEL - TUN
Ukraine,Belgium, and Capital Tax Treaty (1987),Status: Terminated,1987,1990,1991,2000,UKR,BEL,BEL - UKR
United Kingdom,Belgium, Tax Treaty (1967),Status: Terminated,1967,1967,1970,1990,GBR,BEL,BEL - GBR
United States,Belgium, Tax Treaty (1970),Status: Terminated,1970,1971,1972,2008,USA,BEL,BEL - USA
Uzbekistan,Belgium, and Capital Tax Treaty (1987),Status: Terminated,1987,1990,1991,1997,UZB,BEL,BEL - UZB
Macedonia (FYR),Belgium, and Capital Tax Treaty (1980),Status: Terminated,1980,1984,1983,2018,MKD,BEL,BEL - MKD
Denmark,Belize, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,DNK,BLZ,BLZ - DNK
Norway,Belize, Tax Treaty (1955),Status: Terminated,1955,1955,1955,1988,NOR,BLZ,BLZ - NOR
Sweden,Belize, Tax Treaty (1972),Status: Terminated,1972,1972,NA,1988,SWE,BLZ,BLZ - SWE
Czech Republic,Bosnia and Herzegovina, and Capital Tax Treaty (1981),Status: Terminated,1981,1984,1983,2011,CZE,BIH,BIH - CZE
Denmark,Bosnia and Herzegovina, and Capital Tax Treaty (1981),Status: Terminated,1981,1983,1982,2005,DNK,BIH,BIH - DNK
Poland,Bosnia and Herzegovina, and Capital Tax Treaty (1985),Status: Terminated,1985,1986,1985,2017,POL,BIH,BIH - POL
Romania,Bosnia and Herzegovina, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,2019,ROU,BIH,BIH - ROU
United Kingdom,Botswana, Tax Treaty (1977),Status: Terminated,1977,1976,1978,2007,GBR,BWA,BWA - GBR
Finland,Brazil, Tax Treaty (1972),Status: Terminated,1972,1974,1973,1998,FIN,BRA,BRA - FIN
Germany,Brazil, and Capital Tax Treaty (1975),Status: Terminated,1975,1976,1975,2006,DEU,BRA,BRA - DEU
Portugal,Brazil, Tax Treaty (1971),Status: Terminated,1971,1972,1971,2000,PRT,BRA,BRA - PRT
Denmark,British Virgin Islands, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1987,DNK,VGB,VGB - DNK
Norway,British Virgin Islands, Tax Treaty (1955),Status: Terminated,1955,1955,1955,1988,NOR,VGB,VGB - NOR
Sweden,British Virgin Islands, Tax Treaty (1972),Status: Terminated,1972,1972,NA,1988,SWE,VGB,VGB - SWE
Cyprus,Bulgaria, and Capital Tax Treaty (1985),Status: Terminated,1985,1987,1986,2001,CYP,BGR,BGR - CYP
Denmark,Bulgaria, Tax Treaty (Employment) (1977),Status: Terminated,1977,1977,1977,1990,DNK,BGR,BGR - DNK
Germany,Bulgaria, and Capital Tax Treaty (1987),Status: Terminated,1987,1989,1988,2011,DEU,BGR,BGR - DEU
Norway,Bulgaria, and Capital Tax Treaty (1988),Status: Terminated,1988,1990,1989,2016,NOR,BGR,BGR - NOR
Romania,Bulgaria, and Capital Tax Treaty (1994),Status: Terminated,1994,1996,1995,2017,ROU,BGR,BGR - ROU
Switzerland,Bulgaria, and Capital Tax Treaty (1991),Status: Terminated,1991,1994,1993,2014,CHE,BGR,BGR - CHE
United Kingdom,Bulgaria, Tax Treaty (1987),Status: Terminated,1987,1988,1987,2016,GBR,BGR,BGR - GBR
Czech Republic,Canada, and Capital Tax Treaty (1990),Status: Terminated,1990,1992,1992,2003,CZE,CAN,CAN - CZE
Denmark,Canada, Tax Treaty (1955),Status: Terminated,1955,1956,1956,1999,DNK,CAN,CAN - DNK
Finland,Canada, Tax Treaty (1959),Status: Terminated,1959,1958,1959,1993,FIN,CAN,CAN - FIN
Germany,Canada, and Capital Tax Treaty (1981),Status: Terminated,1981,1983,1983,2001,DEU,CAN,CAN - DEU
Germany,Canada, Tax Treaty (1956),Status: Terminated,1956,1954,1957,1983,DEU,CAN,CAN - DEU
Ireland,Canada, Tax Treaty (1966),Status: Terminated,1966,1968,1967,2006,IRL,CAN,CAN - IRL
Italy,Canada, Tax Treaty (1977),Status: Terminated,1977,1980,1980,2011,ITA,CAN,CAN - ITA
Luxembourg,Canada, and Capital Tax Treaty (1989),Status: Terminated,1989,1991,1991,2001,LUX,CAN,CAN - LUX
Moldova,Canada, Tax Treaty (1985),Status: Terminated,1985,1987,1986,2003,MDA,CAN,CAN - MDA
Netherlands,Canada, Tax Treaty (1957),Status: Terminated,1957,1954,1959,1987,NLD,CAN,CAN - NLD
Norway,Canada, Tax Treaty (1966),Status: Terminated,1966,1966,1966,2003,NOR,CAN,CAN - NOR
Poland,Canada, and Capital Tax Treaty (1987),Status: Terminated,1987,1989,1989,2014,POL,CAN,CAN - POL
Romania,Canada, and Capital Tax Treaty (1978),Status: Terminated,1978,1978,1980,2005,ROU,CAN,CAN - ROU
Russia,Canada, Tax Treaty (1985),Status: Terminated,1985,1987,1986,1998,RUS,CAN,CAN - RUS
Slovak Republic,Canada, and Capital Tax Treaty (1990),Status: Terminated,1990,1992,1992,2002,SVK,CAN,CAN - SVK
Sweden,Canada, and Capital Tax Treaty (1983),Status: Terminated,1983,1985,1984,1998,SWE,CAN,CAN - SWE
Switzerland,Canada, and Capital Tax Treaty (1976),Status: Terminated,1976,1976,1977,1998,CHE,CAN,CAN - CHE
Ukraine,Canada, Tax Treaty (1985),Status: Terminated,1985,1987,1986,1998,UKR,CAN,CAN - UKR
United Kingdom,Canada, Tax Treaty (1966),Status: Terminated,1966,1965,1967,1976,GBR,CAN,CAN - GBR
Croatia,China (People's Rep.), and Capital Tax Treaty (1988),Status: Terminated,1988,1990,1989,2002,HRV,CHN,CHN - HRV
Czech Republic,China (People's Rep.), Tax Treaty (1987),Status: Terminated,1987,1988,1987,2012,CZE,CHN,CHN - CZE
Denmark,China (People's Rep.), Tax Treaty (1986),Status: Terminated,1986,1987,1986,2013,DNK,CHN,CHN - DNK
Finland,China (People's Rep.), Tax Treaty (1986),Status: Terminated,1986,1988,1987,2011,FIN,CHN,CHN - FIN
France,China (People's Rep.), Tax Treaty (1984),Status: Terminated,1984,1986,1985,2015,FRA,CHN,CHN - FRA
Germany,China (People's Rep.), and Capital Tax Treaty (1985),Status: Terminated,1985,1985,1986,2017,DEU,CHN,CHN - DEU
Malta,China (People's Rep.), Tax Treaty (1993),Status: Terminated,1993,1995,1994,2012,MLT,CHN,CHN - MLT
Netherlands,China (People's Rep.), Tax Treaty (1987),Status: Terminated,1987,1989,1988,2015,NLD,CHN,CHN - NLD
Romania,China (People's Rep.), Tax Treaty (1991),Status: Terminated,1991,1993,1992,2018,ROU,CHN,CHN - ROU
Russia,China (People's Rep.), Tax Treaty (1994),Status: Terminated,1994,1998,1997,2017,RUS,CHN,CHN - RUS
Serbia and Montenegro,China (People's Rep.), and Capital Tax Treaty (1988),Status: Terminated,1988,1990,1989,1998,NA,CHN,CHN - NA
Slovenia,China (People's Rep.), and Capital Tax Treaty (1988),Status: Terminated,1988,1990,1989,1996,SVN,CHN,CHN - SVN
Switzerland,China (People's Rep.), and Capital Tax Treaty (1990),Status: Terminated,1990,1990,1991,2015,CHE,CHN,CHN - CHE
United Kingdom,China (People's Rep.), Tax Treaty (1984),Status: Terminated,1984,1985,1984,2014,GBR,CHN,CHN - GBR
Macedonia (FYR),China (People's Rep.), and Capital Tax Treaty (1988),Status: Terminated,1988,1990,1989,1998,MKD,CHN,CHN - MKD
France,Comoros Islands,", Inheritance, Registration and Stamp Tax Treaty (1970)",Status: Terminated,1970,1968,1971,1992,FRA,COM,COM - FRA
France,Congo (Rep.),", Inheritance, Registration and Stamp Tax Treaty (1967)",Status: Terminated,1967,1969,1969,1989,FRA,COG,COG - FRA
Czech Republic,Croatia, and Capital Tax Treaty (1981),Status: Terminated,1981,1984,1983,2000,CZE,HRV,HRV - CZE
Denmark,Croatia, and Capital Tax Treaty (1981),Status: Terminated,1981,1983,1982,2010,DNK,HRV,HRV - DNK
France,Croatia, Tax Treaty (1974),Status: Terminated,1974,1975,1975,2006,FRA,HRV,HRV - FRA
Germany,Croatia, and Capital Tax Treaty (1987),Status: Terminated,1987,1989,1988,2007,DEU,HRV,HRV - DEU
Hungary,Croatia, and Capital Tax Treaty (1985),Status: Terminated,1985,1988,1987,1999,HUN,HRV,HRV - HUN
Italy,Croatia, and Capital Tax Treaty (1982),Status: Terminated,1982,1986,1985,2010,ITA,HRV,HRV - ITA
Netherlands,Croatia, and Capital Tax Treaty (1982),Status: Terminated,1982,1984,1983,2002,NLD,HRV,HRV - NLD
Poland,Croatia, and Capital Tax Treaty (1985),Status: Terminated,1985,1986,1985,1997,POL,HRV,HRV - POL
Romania,Croatia, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,1997,ROU,HRV,HRV - ROU
Slovak Republic,Croatia, and Capital Tax Treaty (1981),Status: Terminated,1981,1984,1983,1997,SVK,HRV,HRV - SVK
United Kingdom,Croatia, Tax Treaty (1981),Status: Terminated,1981,1983,1982,2016,GBR,HRV,HRV - GBR
Czech Republic,Cyprus, and Capital Tax Treaty (1980),Status: Terminated,1980,1981,1980,2010,CZE,CYP,CYP - CZE
Denmark,Cyprus, and Capital Tax Treaty (1981),Status: Terminated,1981,1980,1981,2012,DNK,CYP,CYP - DNK
Egypt,Cyprus, Tax Treaty (1993),Status: Terminated,1993,1996,1995,2021,EGY,CYP,CYP - EGY
Germany,Cyprus, and Capital Tax Treaty (1974),Status: Terminated,1974,1970,1977,2012,DEU,CYP,CYP - DEU
India,Cyprus, and Capital Tax Treaty (1994),Status: Terminated,1994,1993,1994,2017,IND,CYP,CYP - IND
Kuwait,Cyprus, and Capital Tax Treaty (1984),Status: Terminated,1984,1986,1986,2014,KWT,CYP,CYP - KWT
Moldova,Cyprus, and Capital Tax Treaty (1982),Status: Terminated,1982,1983,1983,2009,MDA,CYP,CYP - MDA
Norway,Cyprus, Tax Treaty (1955),Status: Terminated,1955,1954,1955,2015,NOR,CYP,CYP - NOR
Russia,Cyprus, and Capital Tax Treaty (1982),Status: Terminated,1982,1983,1983,2000,RUS,CYP,CYP - RUS
Slovenia,Cyprus, and Capital Tax Treaty (1985),Status: Terminated,1985,1987,1986,2012,SVN,CYP,CYP - SVN
Ukraine,Cyprus, and Capital Tax Treaty (1982),Status: Terminated,1982,1983,1983,2014,UKR,CYP,CYP - UKR
United Kingdom,Cyprus, Tax Treaty (1974),Status: Terminated,1974,1973,1975,2019,GBR,CYP,CYP - GBR
Denmark,Czech Republic, and Capital Tax Treaty (1982),Status: Terminated,1982,1983,1982,2013,DNK,CZE,CZE - DNK
Finland,Czech Republic, and Capital Tax Treaty (1975),Status: Terminated,1975,1977,1976,1996,FIN,CZE,CZE - FIN
France,Czech Republic, and Capital Tax Treaty (1973),Status: Terminated,1973,1975,1975,2006,FRA,CZE,CZE - FRA
India,Czech Republic, Tax Treaty (1986),Status: Terminated,1986,1985,1987,2000,IND,CZE,CZE - IND
Korea (Rep.),Czech Republic, Tax Treaty (1992),Status: Terminated,1992,1995,1995,2020,KOR,CZE,CZE - KOR
Luxembourg,Czech Republic, and Capital Tax Treaty (1991),Status: Terminated,1991,1993,1992,2015,LUX,CZE,CZE - LUX
Norway,Czech Republic, and Capital Tax Treaty (1979),Status: Terminated,1979,1980,1979,2006,NOR,CZE,CZE - NOR
Poland,Czech Republic, and Capital Tax Treaty (1993),Status: Terminated,1993,1994,1993,2013,POL,CZE,CZE - POL
Serbia and Montenegro,Czech Republic, and Capital Tax Treaty (1981),Status: Terminated,1981,1984,1983,2006,NA,CZE,CZE - NA
Slovenia,Czech Republic, and Capital Tax Treaty (1981),Status: Terminated,1981,1984,1983,1999,SVN,CZE,CZE - SVN
Macedonia (FYR),Czech Republic, and Capital Tax Treaty (1981),Status: Terminated,1981,1984,1983,2003,MKD,CZE,CZE - MKD
Dominica,Denmark, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,DMA,DNK,DNK - DMA
Falkland Islands,Denmark, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1998,FLK,DNK,DNK - FLK
Faroe Islands,Denmark, Tax Treaty (1986),Status: Terminated,1986,1987,1986,1990,FRO,DNK,DNK - FRO
France,Denmark, and Capital Tax Treaty (1957),Status: Terminated,1957,1958,1958,2009,FRA,DNK,DNK - FRA
Gambia,Denmark, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,GMB,DNK,DNK - GMB
Georgia,Denmark, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,2009,GEO,DNK,DNK - GEO
Germany,Denmark, and Capital Tax Treaty (1962),Status: Terminated,1962,1958,1964,1997,DEU,DNK,DNK - DEU
Ghana,Denmark, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,GHA,DNK,DNK - GHA
Hungary,Denmark, and Capital Tax Treaty (1978),Status: Terminated,1978,1980,1979,2013,HUN,DNK,DNK - HUN
India,Denmark, Tax Treaty (1959),Status: Terminated,1959,NA,NA,1990,IND,DNK,DNK - IND
Ireland,Denmark, Tax Treaty (1964),Status: Terminated,1964,1961,1965,1994,IRL,DNK,DNK - IRL
Israel,Denmark, and Capital Tax Treaty (1966),Status: Terminated,1966,1965,1966,2012,ISR,DNK,DNK - ISR
Italy,Denmark, and Capital Tax Treaty (1980),Status: Terminated,1980,1978,1983,2004,ITA,DNK,DNK - ITA
Jamaica,Denmark, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1992,JAM,DNK,DNK - JAM
Japan,Denmark, Tax Treaty (1968),Status: Terminated,1968,1968,1968,2019,JPN,DNK,DNK - JPN
Kazakhstan,Denmark, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,1995,KAZ,DNK,DNK - KAZ
Kiribati,Denmark, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,KIR,DNK,DNK - KIR
Malawi,Denmark, Tax Treaty (1959),Status: Terminated,1959,NA,NA,1993,MWI,DNK,DNK - MWI
Malta,Denmark, Tax Treaty (1975),Status: Terminated,1975,1974,1975,1993,MLT,DNK,DNK - MLT
Mauritius,Denmark, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,MUS,DNK,DNK - MUS
Moldova,Denmark, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,2003,MDA,DNK,DNK - MDA
Montserrat,Denmark, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,MSR,DNK,DNK - MSR
Netherlands,Denmark, and Capital Tax Treaty (1957),Status: Terminated,1957,1954,1958,1999,NLD,DNK,DNK - NLD
Netherlands Antilles,Denmark, and Capital Tax Treaty (1960),Status: Terminated,1960,1958,NA,1987,NA,DNK,DNK - NA
Nigeria,Denmark, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,NGA,DNK,DNK - NGA
Pakistan,Denmark, Tax Treaty (1961),Status: Terminated,1961,1959,1962,1988,PAK,DNK,DNK - PAK
Philippines,Denmark, and Capital Tax Treaty (1966),Status: Terminated,1966,1974,1973,1997,PHL,DNK,DNK - PHL
Poland,Denmark, and Capital Tax Treaty (1976),Status: Terminated,1976,1974,1976,2003,POL,DNK,DNK - POL
Portugal,Denmark, Tax Treaty (1972),Status: Terminated,1972,1974,1973,1995,PRT,DNK,DNK - PRT
Russia,Denmark, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,1998,RUS,DNK,DNK - RUS
Sierra Leone,Denmark, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,SLE,DNK,DNK - SLE
Singapore,Denmark, Tax Treaty (1986),Status: Terminated,1986,1985,1986,2001,SGP,DNK,DNK - SGP
Slovenia,Denmark, and Capital Tax Treaty (1981),Status: Terminated,1981,1983,1982,2003,SVN,DNK,DNK - SVN
Solomon Islands,Denmark, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,SLB,DNK,DNK - SLB
Spain,Denmark, and Capital Tax Treaty (1972),Status: Terminated,1972,1974,1973,2009,ESP,DNK,DNK - ESP
St. Kitts and Nevis,Denmark, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1988,KNA,DNK,DNK - KNA
St. Lucia,Denmark, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,LCA,DNK,DNK - LCA
St. Vincent and the Grenadines,Denmark, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,VCT,DNK,DNK - VCT
Thailand,Denmark, and Capital Tax Treaty (1965),Status: Terminated,1965,1965,1965,2000,THA,DNK,DNK - THA
Turkmenistan,Denmark, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,2000,TKM,DNK,DNK - TKM
Tuvalu,Denmark, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,TUV,DNK,DNK - TUV
Uganda,Denmark, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1993,UGA,DNK,DNK - UGA
Ukraine,Denmark, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,1997,UKR,DNK,DNK - UKR
United States,Denmark, Tax Treaty (1948),Status: Terminated,1948,1948,1948,2001,USA,DNK,DNK - USA
Uzbekistan,Denmark, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,2003,UZB,DNK,DNK - UZB
Yemen,Denmark, Tax Treaty (1954),Status: Terminated,1954,1954,1954,1987,YEM,DNK,DNK - YEM
Macedonia (FYR),Denmark, and Capital Tax Treaty (1981),Status: Terminated,1981,1983,1982,2001,MKD,DNK,DNK - MKD
Norway,Dominica, Tax Treaty (1955),Status: Terminated,1955,1955,1955,1988,NOR,DMA,DMA - NOR
Sweden,Dominica, Tax Treaty (1972),Status: Terminated,1972,1972,NA,1988,SWE,DMA,DMA - SWE
United Kingdom,Dominica, Tax Treaty (1949),Status: Terminated,1949,1949,NA,1987,GBR,DMA,DMA - GBR
Germany,Egypt, Tax Treaty (1959),Status: Terminated,1959,1958,1961,1992,DEU,EGY,EGY - DEU
Serbia and Montenegro,Egypt, Tax Treaty (1987),Status: Terminated,1987,1989,1988,2007,NA,EGY,EGY - NA
Sweden,Egypt, and Capital Tax Treaty (1958),Status: Terminated,1958,1958,1959,1997,SWE,EGY,EGY - SWE
Latvia,Estonia, and Capital Tax Treaty (1993),Status: Terminated,1993,1994,1993,2002,LVA,EST,EST - LVA
Lithuania,Estonia, and Capital Tax Treaty (1993),Status: Terminated,1993,1994,1993,2006,LTU,EST,EST - LTU
Luxembourg,Estonia, and Capital Tax Treaty (2006),Status: Terminated,2006,2008,2007,2016,LUX,EST,EST - LUX
Switzerland,Falkland Islands, Tax Treaty (1963),Status: Terminated,1963,1961,1961,1997,CHE,FLK,FLK - CHE
United Kingdom,Falkland Islands, Tax Treaty (1984),Status: Terminated,1984,1982,1984,1997,GBR,FLK,FLK - GBR
United Kingdom,Faroe Islands, Tax Treaty (1960),Status: Terminated,1960,NA,NA,1998,GBR,FRO,FRO - GBR
Germany,Finland, and Capital Tax Treaty (1979),Status: Terminated,1979,1981,1982,2018,DEU,FIN,FIN - DEU
India,Finland, and Capital Tax Treaty (1983),Status: Terminated,1983,1985,1984,2011,IND,FIN,FIN - IND
Ireland,Finland, and Capital Tax Treaty (1969),Status: Terminated,1969,1969,1970,1990,IRL,FIN,FIN - IRL
Israel,Finland, and Capital Tax Treaty (1965),Status: Terminated,1965,1965,1966,1999,ISR,FIN,FIN - ISR
Malta,Finland, and Capital Tax Treaty (1975),Status: Terminated,1975,1977,1976,2002,MLT,FIN,FIN - MLT
Morocco,Finland, and Capital Tax Treaty (1973),Status: Terminated,1973,1980,1980,2013,MAR,FIN,FIN - MAR
Netherlands,Finland, and Capital Tax Treaty (1970),Status: Terminated,1970,1968,1971,1998,NLD,FIN,FIN - NLD
Poland,Finland, and Capital Tax Treaty (1977),Status: Terminated,1977,1980,1979,2011,POL,FIN,FIN - POL
Portugal,Finland, and Capital Tax Treaty (1970),Status: Terminated,1970,1972,1971,2019,PRT,FIN,FIN - PRT
Romania,Finland, and Capital Tax Treaty (1977),Status: Terminated,1977,1979,1978,2001,ROU,FIN,FIN - ROU
Russia,Finland, Tax Treaty (1987),Status: Terminated,1987,1987,1988,2003,RUS,FIN,FIN - RUS
Singapore,Finland, Tax Treaty (1981),Status: Terminated,1981,1983,1982,2003,SGP,FIN,FIN - SGP
Slovak Republic,Finland, and Capital Tax Treaty (1975),Status: Terminated,1975,1977,1976,2001,SVK,FIN,FIN - SVK
Slovenia,Finland, and Capital Tax Treaty (1986),Status: Terminated,1986,1988,1987,2005,SVN,FIN,FIN - SVN
