iso3c,year,category,conduit
FLK,2005,shares,NA
FLK,2005,land_rich,NA
FLK,2006,dividends_subst,NA
FLK,2006,interest_general,NA
FLK,2006,royalties_general,NA
FLK,2006,technical_services,NA
FLK,2006,shares,NA
FLK,2006,land_rich,NA
FLK,2007,dividends_subst,NA
FLK,2007,interest_general,NA
FLK,2007,royalties_general,NA
FLK,2007,technical_services,NA
FLK,2007,shares,NA
FLK,2007,land_rich,NA
FLK,2008,dividends_subst,NA
FLK,2008,interest_general,NA
FLK,2008,royalties_general,NA
FLK,2008,technical_services,NA
FLK,2008,shares,NA
FLK,2008,land_rich,NA
FLK,2009,dividends_subst,NA
FLK,2009,interest_general,NA
FLK,2009,royalties_general,NA
FLK,2009,technical_services,NA
FLK,2009,shares,NA
FLK,2009,land_rich,NA
FLK,2010,dividends_subst,NA
FLK,2010,interest_general,NA
FLK,2010,royalties_general,NA
FLK,2010,technical_services,NA
FLK,2010,shares,NA
FLK,2010,land_rich,NA
FLK,2011,dividends_subst,NA
FLK,2011,interest_general,NA
FLK,2011,royalties_general,NA
FLK,2011,technical_services,NA
FLK,2011,shares,NA
FLK,2011,land_rich,NA
FLK,2012,dividends_subst,NA
FLK,2012,interest_general,NA
FLK,2012,royalties_general,NA
FLK,2012,technical_services,NA
FLK,2012,shares,NA
FLK,2012,land_rich,NA
FLK,2013,dividends_subst,NA
FLK,2013,interest_general,NA
FLK,2013,royalties_general,NA
FLK,2013,technical_services,NA
FLK,2013,shares,NA
FLK,2013,land_rich,NA
FLK,2014,dividends_subst,NA
FLK,2014,interest_general,NA
FLK,2014,royalties_general,NA
FLK,2014,technical_services,NA
FLK,2014,shares,NA
FLK,2014,land_rich,NA
FLK,2015,dividends_subst,NA
FLK,2015,interest_general,NA
FLK,2015,royalties_general,NA
FLK,2015,technical_services,NA
FLK,2015,shares,NA
FLK,2015,land_rich,NA
FLK,2016,dividends_subst,NA
FLK,2016,interest_general,NA
FLK,2016,royalties_general,NA
FLK,2016,technical_services,NA
FLK,2016,shares,NA
FLK,2016,land_rich,NA
FLK,2017,dividends_subst,NA
FLK,2017,interest_general,NA
FLK,2017,royalties_general,NA
FLK,2017,technical_services,NA
FLK,2017,shares,NA
FLK,2017,land_rich,NA
FLK,2018,dividends_subst,NA
FLK,2018,interest_general,NA
FLK,2018,royalties_general,NA
FLK,2018,technical_services,NA
FLK,2018,shares,NA
FLK,2018,land_rich,NA
FLK,2019,dividends_subst,NA
FLK,2019,interest_general,NA
FLK,2019,royalties_general,NA
FLK,2019,technical_services,NA
FLK,2019,shares,NA
FLK,2019,land_rich,NA
FLK,2020,dividends_subst,NA
FLK,2020,interest_general,NA
FLK,2020,royalties_general,NA
FLK,2020,technical_services,NA
FLK,2020,shares,NA
FLK,2020,land_rich,NA
FLK,2021,dividends_subst,NA
FLK,2021,interest_general,NA
FLK,2021,royalties_general,NA
FLK,2021,technical_services,NA
FLK,2021,shares,NA
FLK,2021,land_rich,NA
FRO,2004,dividends_subst,NA
FRO,2004,interest_general,NA
FRO,2004,royalties_general,NA
FRO,2004,technical_services,NA
FRO,2004,shares,NA
FRO,2004,land_rich,NA
FRO,2005,dividends_subst,NA
FRO,2005,interest_general,NA
FRO,2005,royalties_general,NA
FRO,2005,technical_services,NA
FRO,2005,shares,NA
FRO,2005,land_rich,NA
FRO,2006,dividends_subst,NA
FRO,2006,interest_general,NA
FRO,2006,royalties_general,NA
FRO,2006,technical_services,NA
FRO,2006,shares,NA
FRO,2006,land_rich,NA
FRO,2007,dividends_subst,NA
FRO,2007,interest_general,NA
FRO,2007,royalties_general,NA
FRO,2007,technical_services,NA
FRO,2007,shares,NA
FRO,2007,land_rich,NA
FRO,2008,dividends_subst,NA
FRO,2008,interest_general,NA
FRO,2008,royalties_general,NA
FRO,2008,technical_services,NA
FRO,2008,shares,NA
FRO,2008,land_rich,NA
FRO,2009,dividends_subst,NA
FRO,2009,interest_general,NA
FRO,2009,royalties_general,NA
FRO,2009,technical_services,NA
FRO,2009,shares,NA
FRO,2009,land_rich,NA
FRO,2010,dividends_subst,NA
FRO,2010,interest_general,NA
FRO,2010,royalties_general,NA
FRO,2010,technical_services,NA
FRO,2010,shares,NA
FRO,2010,land_rich,NA
FRO,2011,dividends_subst,NA
FRO,2011,interest_general,NA
FRO,2011,royalties_general,NA
FRO,2011,technical_services,NA
FRO,2011,shares,NA
FRO,2011,land_rich,NA
FRO,2012,dividends_subst,NA
FRO,2012,interest_general,NA
FRO,2012,royalties_general,NA
FRO,2012,technical_services,NA
FRO,2012,shares,NA
FRO,2012,land_rich,NA
FRO,2013,dividends_subst,NA
FRO,2013,interest_general,NA
FRO,2013,royalties_general,NA
FRO,2013,technical_services,NA
FRO,2013,shares,NA
FRO,2013,land_rich,NA
FRO,2014,dividends_subst,NA
FRO,2014,interest_general,NA
FRO,2014,royalties_general,NA
FRO,2014,technical_services,NA
FRO,2014,shares,NA
FRO,2014,land_rich,NA
FRO,2015,dividends_subst,NA
FRO,2015,interest_general,NA
FRO,2015,royalties_general,NA
FRO,2015,technical_services,NA
FRO,2015,shares,NA
FRO,2015,land_rich,NA
FRO,2016,dividends_subst,NA
FRO,2016,interest_general,NA
FRO,2016,royalties_general,NA
FRO,2016,technical_services,NA
FRO,2016,shares,NA
FRO,2016,land_rich,NA
FRO,2017,dividends_subst,NA
FRO,2017,interest_general,NA
FRO,2017,royalties_general,NA
FRO,2017,technical_services,NA
FRO,2017,shares,NA
FRO,2017,land_rich,NA
FRO,2018,dividends_subst,NA
FRO,2018,interest_general,NA
FRO,2018,royalties_general,NA
FRO,2018,technical_services,NA
FRO,2018,shares,NA
FRO,2018,land_rich,NA
FRO,2019,dividends_subst,NA
FRO,2019,interest_general,NA
FRO,2019,royalties_general,NA
FRO,2019,technical_services,NA
FRO,2019,shares,NA
FRO,2019,land_rich,NA
FRO,2020,dividends_subst,NA
FRO,2020,interest_general,NA
FRO,2020,royalties_general,NA
FRO,2020,technical_services,NA
FRO,2020,shares,NA
FRO,2020,land_rich,NA
FRO,2021,dividends_subst,NA
FRO,2021,interest_general,NA
FRO,2021,royalties_general,NA
FRO,2021,technical_services,NA
FRO,2021,shares,NA
FRO,2021,land_rich,NA
FJI,2004,dividends_subst,NA
FJI,2004,interest_general,NA
FJI,2004,royalties_general,NA
FJI,2004,technical_services,NA
FJI,2004,shares,NA
FJI,2004,land_rich,NA
FJI,2005,dividends_subst,NA
FJI,2005,interest_general,NA
FJI,2005,royalties_general,NA
FJI,2005,technical_services,NA
FJI,2005,shares,NA
FJI,2005,land_rich,NA
FJI,2006,dividends_subst,NA
FJI,2006,interest_general,NA
FJI,2006,royalties_general,NA
FJI,2006,technical_services,NA
FJI,2006,shares,NA
FJI,2006,land_rich,NA
FJI,2007,dividends_subst,NA
FJI,2007,interest_general,NA
FJI,2007,royalties_general,NA
FJI,2007,technical_services,NA
FJI,2007,shares,NA
FJI,2007,land_rich,NA
FJI,2008,dividends_subst,NA
FJI,2008,interest_general,NA
FJI,2008,royalties_general,NA
FJI,2008,technical_services,NA
FJI,2008,shares,NA
FJI,2008,land_rich,NA
FJI,2009,dividends_subst,NA
FJI,2009,interest_general,NA
FJI,2009,royalties_general,NA
FJI,2009,technical_services,NA
FJI,2009,shares,NA
FJI,2009,land_rich,NA
FJI,2010,dividends_subst,NA
FJI,2010,interest_general,NA
FJI,2010,royalties_general,NA
FJI,2010,technical_services,NA
FJI,2010,shares,NA
FJI,2010,land_rich,NA
FJI,2011,dividends_subst,NA
FJI,2011,interest_general,NA
FJI,2011,royalties_general,NA
FJI,2011,technical_services,NA
FJI,2011,shares,NA
FJI,2011,land_rich,NA
FJI,2012,dividends_subst,NA
FJI,2012,interest_general,NA
FJI,2012,royalties_general,NA
FJI,2012,technical_services,NA
FJI,2012,shares,NA
FJI,2012,land_rich,NA
FJI,2013,dividends_subst,NA
FJI,2013,interest_general,NA
FJI,2013,royalties_general,NA
FJI,2013,technical_services,NA
FJI,2013,shares,NA
FJI,2013,land_rich,NA
FJI,2014,dividends_subst,NA
FJI,2014,interest_general,NA
FJI,2014,royalties_general,NA
FJI,2014,technical_services,NA
FJI,2014,shares,NA
FJI,2014,land_rich,NA
FJI,2015,dividends_subst,NA
FJI,2015,interest_general,NA
FJI,2015,royalties_general,NA
FJI,2015,technical_services,NA
FJI,2015,shares,NA
FJI,2015,land_rich,NA
FJI,2016,dividends_subst,NA
FJI,2016,interest_general,NA
FJI,2016,royalties_general,NA
FJI,2016,technical_services,NA
FJI,2016,shares,NA
FJI,2016,land_rich,NA
FJI,2017,dividends_subst,NA
FJI,2017,interest_general,NA
FJI,2017,royalties_general,NA
FJI,2017,technical_services,NA
FJI,2017,shares,NA
FJI,2017,land_rich,NA
FJI,2018,dividends_subst,NA
FJI,2018,interest_general,NA
FJI,2018,royalties_general,NA
FJI,2018,technical_services,NA
FJI,2018,shares,NA
FJI,2018,land_rich,NA
FJI,2019,dividends_subst,NA
FJI,2019,interest_general,NA
FJI,2019,royalties_general,NA
FJI,2019,technical_services,NA
FJI,2019,shares,NA
FJI,2019,land_rich,NA
FJI,2020,dividends_subst,NA
FJI,2020,interest_general,NA
FJI,2020,royalties_general,NA
FJI,2020,technical_services,NA
FJI,2020,shares,NA
FJI,2020,land_rich,NA
FJI,2021,dividends_subst,NA
FJI,2021,interest_general,NA
FJI,2021,royalties_general,NA
FJI,2021,technical_services,NA
FJI,2021,shares,NA
FJI,2021,land_rich,NA
FIN,2004,dividends_subst,1
FIN,2004,interest_general,1
FIN,2004,royalties_general,1
FIN,2004,technical_services,1
FIN,2004,shares,1
FIN,2004,land_rich,1
FIN,2005,dividends_subst,NA
FIN,2005,interest_general,1
FIN,2005,royalties_general,1
FIN,2005,technical_services,1
FIN,2005,shares,1
FIN,2005,land_rich,1
FIN,2006,dividends_subst,NA
FIN,2006,interest_general,1
FIN,2006,royalties_general,1
FIN,2006,technical_services,1
FIN,2006,shares,1
FIN,2006,land_rich,1
FIN,2007,dividends_subst,NA
FIN,2007,interest_general,1
FIN,2007,royalties_general,1
FIN,2007,technical_services,1
FIN,2007,shares,1
FIN,2007,land_rich,1
FIN,2008,dividends_subst,NA
FIN,2008,interest_general,1
FIN,2008,royalties_general,1
FIN,2008,technical_services,1
FIN,2008,shares,1
FIN,2008,land_rich,1
FIN,2009,dividends_subst,NA
FIN,2009,interest_general,1
FIN,2009,royalties_general,1
FIN,2009,technical_services,1
FIN,2009,shares,1
FIN,2009,land_rich,1
FIN,2010,dividends_subst,NA
FIN,2010,interest_general,1
FIN,2010,royalties_general,1
FIN,2010,technical_services,1
FIN,2010,shares,1
FIN,2010,land_rich,1
FIN,2011,dividends_subst,NA
FIN,2011,interest_general,1
FIN,2011,royalties_general,1
FIN,2011,technical_services,1
FIN,2011,shares,1
FIN,2011,land_rich,1
FIN,2012,dividends_subst,NA
FIN,2012,interest_general,NA
FIN,2012,royalties_general,NA
FIN,2012,technical_services,1
FIN,2012,shares,1
FIN,2012,land_rich,1
FIN,2013,dividends_subst,NA
FIN,2013,interest_general,NA
FIN,2013,royalties_general,NA
FIN,2013,technical_services,1
FIN,2013,shares,1
FIN,2013,land_rich,1
FIN,2014,dividends_subst,NA
FIN,2014,interest_general,NA
FIN,2014,royalties_general,NA
FIN,2014,technical_services,1
FIN,2014,shares,1
FIN,2014,land_rich,1
FIN,2015,dividends_subst,NA
FIN,2015,interest_general,NA
FIN,2015,royalties_general,NA
FIN,2015,technical_services,1
FIN,2015,shares,1
FIN,2015,land_rich,1
FIN,2016,dividends_subst,NA
FIN,2016,interest_general,NA
FIN,2016,royalties_general,NA
FIN,2016,technical_services,1
FIN,2016,shares,1
FIN,2016,land_rich,1
FIN,2017,dividends_subst,NA
FIN,2017,interest_general,NA
FIN,2017,royalties_general,NA
FIN,2017,technical_services,1
FIN,2017,shares,1
FIN,2017,land_rich,1
FIN,2018,dividends_subst,NA
FIN,2018,interest_general,NA
FIN,2018,royalties_general,NA
FIN,2018,technical_services,1
FIN,2018,shares,1
FIN,2018,land_rich,1
FIN,2019,dividends_subst,NA
FIN,2019,interest_general,NA
FIN,2019,royalties_general,NA
FIN,2019,technical_services,1
FIN,2019,shares,1
FIN,2019,land_rich,1
FIN,2020,dividends_subst,NA
FIN,2020,interest_general,NA
FIN,2020,royalties_general,NA
FIN,2020,technical_services,1
FIN,2020,shares,1
FIN,2020,land_rich,1
FIN,2021,dividends_subst,NA
FIN,2021,interest_general,NA
FIN,2021,royalties_general,NA
FIN,2021,technical_services,1
FIN,2021,shares,1
FIN,2021,land_rich,1
FRA,2004,dividends_subst,NA
FRA,2004,interest_general,NA
FRA,2004,royalties_general,NA
FRA,2004,technical_services,1
FRA,2004,shares,NA
FRA,2004,land_rich,NA
FRA,2005,dividends_subst,NA
FRA,2005,interest_general,NA
FRA,2005,royalties_general,NA
FRA,2005,technical_services,1
FRA,2005,shares,NA
FRA,2005,land_rich,NA
FRA,2006,dividends_subst,NA
FRA,2006,interest_general,NA
FRA,2006,royalties_general,NA
FRA,2006,technical_services,1
FRA,2006,shares,NA
FRA,2006,land_rich,NA
FRA,2007,dividends_subst,NA
FRA,2007,interest_general,NA
FRA,2007,royalties_general,NA
FRA,2007,technical_services,1
FRA,2007,shares,NA
FRA,2007,land_rich,NA
FRA,2008,dividends_subst,NA
FRA,2008,interest_general,NA
FRA,2008,royalties_general,NA
FRA,2008,technical_services,1
FRA,2008,shares,NA
FRA,2008,land_rich,NA
FRA,2009,dividends_subst,NA
FRA,2009,interest_general,NA
FRA,2009,royalties_general,NA
FRA,2009,technical_services,1
FRA,2009,shares,NA
FRA,2009,land_rich,NA
FRA,2010,dividends_subst,NA
FRA,2010,interest_general,1
FRA,2010,royalties_general,1
FRA,2010,technical_services,1
FRA,2010,shares,NA
FRA,2010,land_rich,NA
FRA,2011,dividends_subst,NA
FRA,2011,interest_general,1
FRA,2011,royalties_general,1
FRA,2011,technical_services,1
FRA,2011,shares,NA
FRA,2011,land_rich,NA
FRA,2012,dividends_subst,NA
FRA,2012,interest_general,1
FRA,2012,royalties_general,1
FRA,2012,technical_services,1
FRA,2012,shares,NA
FRA,2012,land_rich,NA
FRA,2013,dividends_subst,NA
FRA,2013,interest_general,1
FRA,2013,royalties_general,1
FRA,2013,technical_services,1
FRA,2013,shares,NA
FRA,2013,land_rich,NA
FRA,2014,dividends_subst,NA
FRA,2014,interest_general,1
FRA,2014,royalties_general,1
FRA,2014,technical_services,1
FRA,2014,shares,NA
FRA,2014,land_rich,NA
FRA,2015,dividends_subst,NA
FRA,2015,interest_general,1
FRA,2015,royalties_general,1
FRA,2015,technical_services,1
FRA,2015,shares,NA
FRA,2015,land_rich,NA
FRA,2016,dividends_subst,NA
FRA,2016,interest_general,1
FRA,2016,royalties_general,1
FRA,2016,technical_services,1
FRA,2016,shares,NA
FRA,2016,land_rich,NA
FRA,2017,dividends_subst,NA
FRA,2017,interest_general,1
FRA,2017,royalties_general,1
FRA,2017,technical_services,1
FRA,2017,shares,NA
FRA,2017,land_rich,NA
FRA,2018,dividends_subst,NA
FRA,2018,interest_general,1
FRA,2018,royalties_general,1
FRA,2018,technical_services,1
FRA,2018,shares,NA
FRA,2018,land_rich,NA
FRA,2019,dividends_subst,NA
FRA,2019,interest_general,1
FRA,2019,royalties_general,1
FRA,2019,technical_services,1
FRA,2019,shares,NA
FRA,2019,land_rich,NA
FRA,2020,dividends_subst,NA
FRA,2020,interest_general,1
FRA,2020,royalties_general,1
FRA,2020,technical_services,1
FRA,2020,shares,NA
FRA,2020,land_rich,NA
FRA,2021,dividends_subst,NA
FRA,2021,interest_general,1
FRA,2021,royalties_general,1
FRA,2021,technical_services,1
FRA,2021,shares,NA
FRA,2021,land_rich,NA
GUF,2004,dividends_subst,NA
GUF,2004,interest_general,NA
GUF,2004,royalties_general,NA
GUF,2004,technical_services,NA
GUF,2004,shares,NA
GUF,2004,land_rich,NA
GUF,2005,dividends_subst,NA
GUF,2005,interest_general,NA
GUF,2005,royalties_general,NA
GUF,2005,technical_services,NA
GUF,2005,shares,NA
GUF,2005,land_rich,NA
GUF,2006,dividends_subst,NA
GUF,2006,interest_general,NA
GUF,2006,royalties_general,NA
GUF,2006,technical_services,NA
GUF,2006,shares,NA
GUF,2006,land_rich,NA
GUF,2007,dividends_subst,NA
GUF,2007,interest_general,NA
GUF,2007,royalties_general,NA
GUF,2007,technical_services,NA
GUF,2007,shares,NA
GUF,2007,land_rich,NA
GUF,2008,dividends_subst,NA
GUF,2008,interest_general,NA
GUF,2008,royalties_general,NA
GUF,2008,technical_services,NA
GUF,2008,shares,NA
GUF,2008,land_rich,NA
GUF,2009,dividends_subst,NA
GUF,2009,interest_general,NA
GUF,2009,royalties_general,NA
GUF,2009,technical_services,NA
GUF,2009,shares,NA
GUF,2009,land_rich,NA
GUF,2010,dividends_subst,NA
GUF,2010,interest_general,NA
GUF,2010,royalties_general,NA
GUF,2010,technical_services,NA
GUF,2010,shares,NA
GUF,2010,land_rich,NA
GUF,2011,dividends_subst,NA
GUF,2011,interest_general,NA
GUF,2011,royalties_general,NA
GUF,2011,technical_services,NA
GUF,2011,shares,NA
GUF,2011,land_rich,NA
GUF,2012,dividends_subst,NA
GUF,2012,interest_general,NA
GUF,2012,royalties_general,NA
GUF,2012,technical_services,NA
GUF,2012,shares,NA
GUF,2012,land_rich,NA
GUF,2013,dividends_subst,NA
GUF,2013,interest_general,NA
GUF,2013,royalties_general,NA
GUF,2013,technical_services,NA
GUF,2013,shares,NA
GUF,2013,land_rich,NA
GUF,2014,dividends_subst,NA
GUF,2014,interest_general,NA
GUF,2014,royalties_general,NA
GUF,2014,technical_services,NA
GUF,2014,shares,NA
GUF,2014,land_rich,NA
GUF,2015,dividends_subst,NA
GUF,2015,interest_general,NA
GUF,2015,royalties_general,NA
GUF,2015,technical_services,NA
GUF,2015,shares,NA
GUF,2015,land_rich,NA
GUF,2016,dividends_subst,NA
GUF,2016,interest_general,NA
GUF,2016,royalties_general,NA
GUF,2016,technical_services,NA
GUF,2016,shares,NA
GUF,2016,land_rich,NA
GUF,2017,dividends_subst,NA
GUF,2017,interest_general,NA
GUF,2017,royalties_general,NA
GUF,2017,technical_services,NA
GUF,2017,shares,NA
GUF,2017,land_rich,NA
GUF,2018,dividends_subst,NA
GUF,2018,interest_general,NA
GUF,2018,royalties_general,NA
GUF,2018,technical_services,NA
GUF,2018,shares,NA
GUF,2018,land_rich,NA
GUF,2019,dividends_subst,NA
GUF,2019,interest_general,NA
GUF,2019,royalties_general,NA
GUF,2019,technical_services,NA
GUF,2019,shares,NA
GUF,2019,land_rich,NA
GUF,2020,dividends_subst,NA
GUF,2020,interest_general,NA
GUF,2020,royalties_general,NA
GUF,2020,technical_services,NA
GUF,2020,shares,NA
GUF,2020,land_rich,NA
GUF,2021,dividends_subst,NA
GUF,2021,interest_general,NA
GUF,2021,royalties_general,NA
GUF,2021,technical_services,NA
GUF,2021,shares,NA
GUF,2021,land_rich,NA
PYF,2004,dividends_subst,NA
PYF,2004,interest_general,NA
PYF,2004,royalties_general,NA
PYF,2004,technical_services,NA
PYF,2004,shares,NA
PYF,2004,land_rich,NA
PYF,2005,dividends_subst,NA
PYF,2005,interest_general,NA
PYF,2005,royalties_general,NA
PYF,2005,technical_services,NA
PYF,2005,shares,NA
PYF,2005,land_rich,NA
PYF,2006,dividends_subst,NA
PYF,2006,interest_general,NA
PYF,2006,royalties_general,NA
PYF,2006,technical_services,NA
PYF,2006,shares,NA
PYF,2006,land_rich,NA
PYF,2007,dividends_subst,NA
PYF,2007,interest_general,NA
PYF,2007,royalties_general,NA
PYF,2007,technical_services,NA
PYF,2007,shares,NA
PYF,2007,land_rich,NA
PYF,2008,dividends_subst,NA
PYF,2008,interest_general,NA
PYF,2008,royalties_general,NA
PYF,2008,technical_services,NA
PYF,2008,shares,NA
PYF,2008,land_rich,NA
PYF,2009,dividends_subst,NA
PYF,2009,interest_general,NA
PYF,2009,royalties_general,NA
PYF,2009,technical_services,NA
PYF,2009,shares,NA
PYF,2009,land_rich,NA
PYF,2010,dividends_subst,NA
PYF,2010,interest_general,NA
PYF,2010,royalties_general,NA
PYF,2010,technical_services,NA
PYF,2010,shares,NA
PYF,2010,land_rich,NA
PYF,2011,dividends_subst,NA
PYF,2011,interest_general,NA
PYF,2011,royalties_general,NA
PYF,2011,technical_services,NA
PYF,2011,shares,NA
PYF,2011,land_rich,NA
PYF,2012,dividends_subst,NA
PYF,2012,interest_general,NA
PYF,2012,royalties_general,NA
PYF,2012,technical_services,NA
PYF,2012,shares,NA
PYF,2012,land_rich,NA
PYF,2013,dividends_subst,NA
PYF,2013,interest_general,NA
PYF,2013,royalties_general,NA
PYF,2013,technical_services,NA
PYF,2013,shares,NA
PYF,2013,land_rich,NA
PYF,2014,dividends_subst,NA
PYF,2014,interest_general,NA
PYF,2014,royalties_general,NA
PYF,2014,technical_services,NA
PYF,2014,shares,NA
PYF,2014,land_rich,NA
PYF,2015,dividends_subst,NA
PYF,2015,interest_general,NA
PYF,2015,royalties_general,NA
PYF,2015,technical_services,NA
PYF,2015,shares,NA
PYF,2015,land_rich,NA
PYF,2016,dividends_subst,NA
PYF,2016,interest_general,NA
PYF,2016,royalties_general,NA
PYF,2016,technical_services,NA
PYF,2016,shares,NA
PYF,2016,land_rich,NA
PYF,2017,dividends_subst,NA
PYF,2017,interest_general,NA
PYF,2017,royalties_general,NA
PYF,2017,technical_services,NA
PYF,2017,shares,NA
PYF,2017,land_rich,NA
PYF,2018,dividends_subst,NA
PYF,2018,interest_general,NA
PYF,2018,royalties_general,NA
PYF,2018,technical_services,NA
PYF,2018,shares,NA
PYF,2018,land_rich,NA
PYF,2019,dividends_subst,NA
PYF,2019,interest_general,NA
PYF,2019,royalties_general,NA
PYF,2019,technical_services,NA
PYF,2019,shares,NA
PYF,2019,land_rich,NA
PYF,2020,dividends_subst,NA
PYF,2020,interest_general,NA
PYF,2020,royalties_general,NA
PYF,2020,technical_services,NA
PYF,2020,shares,NA
PYF,2020,land_rich,NA
PYF,2021,dividends_subst,NA
PYF,2021,interest_general,NA
PYF,2021,royalties_general,NA
PYF,2021,technical_services,NA
PYF,2021,shares,NA
PYF,2021,land_rich,NA
ATF,2004,dividends_subst,NA
ATF,2004,interest_general,NA
ATF,2004,royalties_general,NA
ATF,2004,technical_services,NA
ATF,2004,shares,NA
ATF,2004,land_rich,NA
ATF,2005,dividends_subst,NA
ATF,2005,interest_general,NA
ATF,2005,royalties_general,NA
ATF,2005,technical_services,NA
ATF,2005,shares,NA
ATF,2005,land_rich,NA
ATF,2006,dividends_subst,NA
ATF,2006,interest_general,NA
ATF,2006,royalties_general,NA
ATF,2006,technical_services,NA
ATF,2006,shares,NA
ATF,2006,land_rich,NA
ATF,2007,dividends_subst,NA
ATF,2007,interest_general,NA
ATF,2007,royalties_general,NA
ATF,2007,technical_services,NA
ATF,2007,shares,NA
ATF,2007,land_rich,NA
ATF,2008,dividends_subst,NA
ATF,2008,interest_general,NA
ATF,2008,royalties_general,NA
ATF,2008,technical_services,NA
ATF,2008,shares,NA
ATF,2008,land_rich,NA
ATF,2009,dividends_subst,NA
ATF,2009,interest_general,NA
ATF,2009,royalties_general,NA
ATF,2009,technical_services,NA
ATF,2009,shares,NA
ATF,2009,land_rich,NA
ATF,2010,dividends_subst,NA
ATF,2010,interest_general,NA
ATF,2010,royalties_general,NA
ATF,2010,technical_services,NA
ATF,2010,shares,NA
ATF,2010,land_rich,NA
ATF,2011,dividends_subst,NA
ATF,2011,interest_general,NA
ATF,2011,royalties_general,NA
ATF,2011,technical_services,NA
ATF,2011,shares,NA
ATF,2011,land_rich,NA
ATF,2012,dividends_subst,NA
ATF,2012,interest_general,NA
ATF,2012,royalties_general,NA
ATF,2012,technical_services,NA
ATF,2012,shares,NA
ATF,2012,land_rich,NA
ATF,2013,dividends_subst,NA
ATF,2013,interest_general,NA
ATF,2013,royalties_general,NA
ATF,2013,technical_services,NA
ATF,2013,shares,NA
ATF,2013,land_rich,NA
ATF,2014,dividends_subst,NA
ATF,2014,interest_general,NA
ATF,2014,royalties_general,NA
ATF,2014,technical_services,NA
ATF,2014,shares,NA
ATF,2014,land_rich,NA
ATF,2015,dividends_subst,NA
ATF,2015,interest_general,NA
ATF,2015,royalties_general,NA
ATF,2015,technical_services,NA
ATF,2015,shares,NA
ATF,2015,land_rich,NA
ATF,2016,dividends_subst,NA
ATF,2016,interest_general,NA
ATF,2016,royalties_general,NA
ATF,2016,technical_services,NA
ATF,2016,shares,NA
ATF,2016,land_rich,NA
ATF,2017,dividends_subst,NA
ATF,2017,interest_general,NA
ATF,2017,royalties_general,NA
ATF,2017,technical_services,NA
ATF,2017,shares,NA
ATF,2017,land_rich,NA
ATF,2018,dividends_subst,NA
ATF,2018,interest_general,NA
ATF,2018,royalties_general,NA
ATF,2018,technical_services,NA
ATF,2018,shares,NA
ATF,2018,land_rich,NA
ATF,2019,dividends_subst,NA
ATF,2019,interest_general,NA
ATF,2019,royalties_general,NA
ATF,2019,technical_services,NA
ATF,2019,shares,NA
ATF,2019,land_rich,NA
ATF,2020,dividends_subst,NA
ATF,2020,interest_general,NA
ATF,2020,royalties_general,NA
ATF,2020,technical_services,NA
ATF,2020,shares,NA
ATF,2020,land_rich,NA
ATF,2021,dividends_subst,NA
ATF,2021,interest_general,NA
ATF,2021,royalties_general,NA
ATF,2021,technical_services,NA
ATF,2021,shares,NA
ATF,2021,land_rich,NA
GAB,2004,dividends_subst,NA
GAB,2004,interest_general,NA
GAB,2004,royalties_general,NA
GAB,2004,technical_services,NA
GAB,2004,shares,NA
GAB,2004,land_rich,NA
GAB,2005,dividends_subst,NA
GAB,2005,interest_general,NA
GAB,2005,royalties_general,NA
GAB,2005,technical_services,NA
GAB,2005,shares,NA
GAB,2005,land_rich,NA
GAB,2006,dividends_subst,NA
GAB,2006,interest_general,NA
GAB,2006,royalties_general,NA
GAB,2006,technical_services,NA
GAB,2006,shares,NA
GAB,2006,land_rich,NA
GAB,2007,dividends_subst,NA
GAB,2007,interest_general,NA
GAB,2007,royalties_general,NA
GAB,2007,technical_services,NA
GAB,2007,shares,NA
GAB,2007,land_rich,NA
GAB,2008,dividends_subst,NA
GAB,2008,interest_general,NA
GAB,2008,royalties_general,NA
GAB,2008,technical_services,NA
GAB,2008,shares,NA
GAB,2008,land_rich,NA
GAB,2009,dividends_subst,NA
GAB,2009,interest_general,NA
GAB,2009,royalties_general,NA
GAB,2009,technical_services,NA
GAB,2009,shares,NA
GAB,2009,land_rich,NA
GAB,2010,dividends_subst,NA
GAB,2010,interest_general,NA
GAB,2010,royalties_general,NA
GAB,2010,technical_services,NA
GAB,2010,shares,NA
GAB,2010,land_rich,NA
GAB,2011,dividends_subst,NA
GAB,2011,interest_general,NA
GAB,2011,royalties_general,NA
GAB,2011,technical_services,NA
GAB,2011,shares,NA
GAB,2011,land_rich,NA
GAB,2012,dividends_subst,NA
GAB,2012,interest_general,NA
GAB,2012,royalties_general,NA
GAB,2012,technical_services,NA
GAB,2012,shares,NA
GAB,2012,land_rich,NA
GAB,2013,dividends_subst,NA
GAB,2013,interest_general,NA
GAB,2013,royalties_general,NA
GAB,2013,technical_services,NA
GAB,2013,shares,NA
GAB,2013,land_rich,NA
GAB,2014,dividends_subst,NA
GAB,2014,interest_general,NA
GAB,2014,royalties_general,NA
GAB,2014,technical_services,NA
GAB,2014,shares,NA
GAB,2014,land_rich,NA
GAB,2015,dividends_subst,NA
GAB,2015,interest_general,NA
GAB,2015,royalties_general,NA
GAB,2015,technical_services,NA
GAB,2015,shares,NA
GAB,2015,land_rich,NA
GAB,2016,dividends_subst,NA
GAB,2016,interest_general,NA
GAB,2016,royalties_general,NA
