year,iso3c,div_wth,int_wth,roy_wth,ser_wth,cap_wth,div_rec,int_rec,roy_rec,ser_rec,cap_rec,regime,nexus
2009,JEY,NA,NA,NA,NA,NA,2,2,2,2,2,international business companies,NA
2010,JEY,NA,NA,NA,NA,NA,2,2,2,2,2,international business companies,NA
2011,JEY,NA,NA,NA,NA,NA,2,2,2,2,2,international business companies,NA
2004,LBN,0,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2005,LBN,0,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2006,LBN,0,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2007,LBN,0,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2008,LBN,0,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2009,LBN,0,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2010,LBN,0,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2011,LBN,0,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2012,LBN,0,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2013,LBN,0,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2014,LBN,0,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2015,LBN,0,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2016,LBN,0,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2017,LBN,0,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2018,LBN,0,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2019,LBN,0,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2020,LBN,0,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2021,LBN,0,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2014,LCA,0,0,0,0,0,0,0,0,0,0,international business companies,NA
2015,LCA,0,0,0,0,0,0,0,0,0,0,international business companies,NA
2016,LCA,0,0,0,0,0,0,0,0,0,0,international business companies,NA
2017,LCA,0,0,0,0,0,0,0,0,0,0,international business companies,NA
2018,LCA,0,0,0,0,0,0,0,0,0,0,international business companies,NA
2019,LCA,0,0,0,0,0,0,0,0,0,0,international business companies,NA
2020,LCA,0,0,0,0,0,0,0,0,0,0,international business companies,NA
2021,LCA,0,0,0,0,0,0,0,0,0,0,international business companies,NA
2011,LIE,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,patent box regime for intellectual property companies,NA
2012,LIE,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,patent box regime for intellectual property companies,NA
2013,LIE,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,patent box regime for intellectual property companies,NA
2014,LIE,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,patent box regime for intellectual property companies,NA
2015,LIE,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,patent box regime for intellectual property companies,NA
2016,LIE,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,patent box regime for intellectual property companies,NA
2017,LIE,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,patent box regime for intellectual property companies,NA
2018,LIE,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,patent box regime for intellectual property companies,NA
2019,LIE,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,patent box regime for intellectual property companies,NA
2020,LIE,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,patent box regime for intellectual property companies,NA
2008,LKA,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2009,LKA,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2010,LKA,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2011,LKA,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2012,LKA,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2013,LKA,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2014,LKA,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2015,LKA,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2016,LKA,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2017,LKA,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2018,LKA,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2019,LKA,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2020,LKA,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2021,LKA,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2011,LUX,NA,NA,NA,NA,NA,NA,NA,5.760000000000001,NA,4.2,intellectual property,NA
2012,LUX,NA,NA,NA,NA,NA,NA,NA,5.760000000000001,NA,4.2,intellectual property,NA
2013,LUX,NA,NA,NA,NA,NA,NA,NA,5.844,NA,4.2,intellectual property,NA
2014,LUX,NA,NA,NA,NA,NA,NA,NA,5.844,NA,4.2,intellectual property,NA
2015,LUX,NA,NA,NA,NA,NA,NA,NA,5.844,NA,4.2,intellectual property,NA
2016,LUX,NA,NA,NA,NA,NA,NA,NA,5.844,NA,4.2,intellectual property,NA
2017,LUX,NA,NA,NA,NA,NA,NA,NA,5.416,NA,3.8000000000000003,intellectual property,NA
2018,LUX,NA,NA,NA,NA,NA,NA,NA,5.202000000000001,NA,3.6,intellectual property,NA
2019,LUX,NA,NA,NA,NA,NA,NA,NA,4.988,NA,3.4000000000000004,intellectual property,NA
2020,LUX,NA,NA,NA,NA,NA,NA,NA,4.988,NA,3.4000000000000004,intellectual property,NA
2021,LUX,NA,NA,NA,NA,NA,NA,NA,4.988,NA,3.4000000000000004,intellectual property,NA
2004,LUX,NA,NA,NA,NA,NA,0,0,0,0,0,holding company,NA
2005,LUX,NA,NA,NA,NA,NA,0,0,0,0,0,holding company,NA
2006,LUX,NA,NA,NA,NA,NA,0,0,0,0,0,holding company,NA
2007,LUX,NA,NA,NA,NA,NA,0,0,0,0,0,holding company,NA
2008,LUX,NA,NA,NA,NA,NA,0,0,0,0,0,holding company,NA
2009,LUX,NA,NA,NA,NA,NA,0,0,0,0,0,holding company,NA
2010,LUX,NA,NA,NA,NA,NA,0,0,0,0,0,holding company,NA
2004,LUX,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,dividend distribution,NA
2005,LUX,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,dividend distribution,NA
2006,LUX,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,dividend distribution,NA
2007,LUX,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,dividend distribution,NA
2008,LUX,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,dividend distribution,NA
2009,LUX,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,dividend distribution,NA
2010,LUX,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,dividend distribution,NA
2011,LUX,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,dividend distribution,NA
2012,LUX,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,dividend distribution,NA
2013,LUX,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,dividend distribution,NA
2014,LUX,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,dividend distribution,NA
2015,LUX,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,dividend distribution,NA
2016,LUX,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,dividend distribution,NA
2017,LUX,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,dividend distribution,NA
2018,LUX,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,dividend distribution,NA
2019,LUX,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,dividend distribution,NA
2020,LUX,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,dividend distribution,NA
2021,LUX,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,dividend distribution,NA
2004,MAC,NA,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2005,MAC,NA,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2006,MAC,NA,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2007,MAC,NA,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2008,MAC,NA,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2009,MAC,NA,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2010,MAC,NA,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2011,MAC,NA,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2012,MAC,NA,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2013,MAC,NA,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2014,MAC,NA,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2015,MAC,NA,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2016,MAC,NA,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2017,MAC,NA,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2018,MAC,NA,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2019,MAC,NA,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2020,MAC,NA,NA,NA,NA,NA,0,0,0,0,0,offshore companies,NA
2004,MAR,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2005,MAR,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2006,MAR,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2007,MAR,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2008,MAR,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2009,MAR,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2010,MAR,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2011,MAR,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2012,MAR,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2013,MAR,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2014,MAR,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2015,MAR,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2016,MAR,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2017,MAR,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2018,MAR,NA,NA,NA,NA,NA,0,0,0,0,0,tax incentives,NA
2019,MLT,NA,NA,NA,NA,NA,NA,NA,1.75,NA,NA,tax incentives,nexus
2020,MLT,NA,NA,NA,NA,NA,NA,NA,1.75,NA,NA,tax incentives,nexus
2021,MLT,NA,NA,NA,NA,NA,NA,NA,1.75,NA,NA,tax incentives,nexus
2019,MUS,NA,NA,NA,NA,NA,3,3,NA,NA,NA,partial exemption,NA
2020,MUS,NA,NA,NA,NA,NA,3,3,NA,NA,NA,partial exemption,NA
2021,MUS,NA,NA,NA,NA,NA,3,3,NA,NA,NA,partial exemption,NA
2004,MUS,NA,NA,NA,NA,NA,5,5,5,5,0,Global Business Licence 1,NA
2005,MUS,NA,NA,NA,NA,NA,4.5,4.5,4.5,4.5,0,Global Business Licence 1,NA
2006,MUS,NA,NA,NA,NA,NA,3,3,3,3,0,Global Business Licence 1,NA
2007,MUS,NA,NA,NA,NA,NA,3,3,3,3,0,Global Business Licence 1,NA
2008,MUS,NA,NA,NA,NA,NA,3,3,3,3,0,Global Business Licence 1,NA
2009,MUS,NA,NA,NA,NA,NA,3,3,3,3,0,Global Business Licence 1,NA
2010,MUS,NA,NA,NA,NA,NA,3,3,3,3,0,Global Business Licence 1,NA
2011,MUS,NA,NA,NA,NA,NA,3,3,3,3,0,Global Business Licence 1,NA
2012,MUS,NA,NA,NA,NA,NA,3,3,3,3,0,Global Business Licence 1,NA
2013,MUS,NA,NA,NA,NA,NA,3,3,3,3,0,Global Business Licence 1,NA
2014,MUS,NA,NA,NA,NA,NA,3,3,3,3,0,Global Business Licence 1,NA
2015,MUS,NA,NA,NA,NA,NA,3,3,3,3,0,Global Business Licence 1,NA
2016,MUS,NA,NA,NA,NA,NA,3,3,3,3,0,Global Business Licence 1,NA
2017,MUS,NA,NA,NA,NA,NA,3,3,3,3,0,Global Business Licence 1,NA
2018,MUS,NA,NA,NA,NA,NA,3,3,3,3,0,Global Business Licence 1,NA
2019,MUS,NA,NA,NA,NA,NA,3,3,3,3,0,Global Business Licence 1,NA
2020,MUS,NA,NA,NA,NA,NA,3,3,3,3,0,Global Business Licence 1,NA
2021,MUS,NA,NA,NA,NA,NA,3,3,3,3,0,Global Business Licence 1,NA
2004,MUS,0,0,0,0,0,NA,NA,NA,NA,NA,Global Business Licence 1,NA
2005,MUS,0,0,0,0,0,NA,NA,NA,NA,NA,Global Business Licence 1,NA
2006,MUS,0,0,0,0,0,NA,NA,NA,NA,NA,Global Business Licence 1,NA
2007,MUS,0,0,0,0,0,NA,NA,NA,NA,NA,Global Business Licence 1,NA
2008,MUS,0,0,0,0,0,NA,NA,NA,NA,NA,Global Business Licence 1,NA
2009,MUS,0,0,0,0,0,NA,NA,NA,NA,NA,Global Business Licence 1,NA
2010,MUS,0,0,0,0,0,NA,NA,NA,NA,NA,Global Business Licence 1,NA
2011,MUS,0,0,0,0,0,NA,NA,NA,NA,NA,Global Business Licence 1,NA
2012,MUS,0,0,0,0,0,NA,NA,NA,NA,NA,Global Business Licence 1,NA
2013,MUS,0,0,0,0,0,NA,NA,NA,NA,NA,Global Business Licence 1,NA
2014,MUS,0,0,0,0,0,NA,NA,NA,NA,NA,Global Business Licence 1,NA
2015,MUS,0,0,0,0,0,NA,NA,NA,NA,NA,Global Business Licence 1,NA
2016,MUS,0,0,0,0,0,NA,NA,NA,NA,NA,Global Business Licence 1,NA
2017,MUS,0,0,0,0,0,NA,NA,NA,NA,NA,Global Business Licence 1,NA
2018,MUS,0,0,0,0,0,NA,NA,NA,NA,NA,Global Business Licence 1,NA
2019,MUS,0,0,0,0,0,NA,NA,NA,NA,NA,Global Business Licence 1,NA
2020,MUS,0,0,0,0,0,NA,NA,NA,NA,NA,Global Business Licence 1,NA
2021,MUS,0,0,0,0,0,NA,NA,NA,NA,NA,Global Business Licence 1,NA
2004,MYS,0,0,0,0,0,0,0,0,0,0,offshore financial center,NA
2005,MYS,0,0,0,0,0,0,0,0,0,0,offshore financial center,NA
2006,MYS,0,0,0,0,0,0,0,0,0,0,offshore financial center,NA
2007,MYS,0,0,0,0,0,0,0,0,0,0,offshore financial center,NA
2008,MYS,0,0,0,0,0,0,0,0,0,0,offshore financial center,NA
2009,MYS,0,0,0,0,0,0,0,0,0,0,offshore financial center,NA
2010,MYS,0,0,0,0,0,0,0,0,0,0,offshore financial center,NA
2011,MYS,0,0,0,0,0,0,0,0,0,0,labuan international business and financial center,NA
2012,MYS,0,0,0,0,0,0,0,0,0,0,labuan international business and financial center,NA
2013,MYS,0,0,0,0,0,0,0,0,0,0,labuan international business and financial center,NA
2014,MYS,0,0,0,0,0,0,0,0,0,0,labuan international business and financial center,NA
2015,MYS,0,0,0,0,0,0,0,0,0,0,labuan international business and financial center,NA
2016,MYS,0,0,0,0,0,0,0,0,0,0,labuan international business and financial center,NA
2017,MYS,0,0,0,0,0,0,0,0,0,0,labuan international business and financial center,NA
2018,MYS,0,0,0,0,0,0,0,0,0,0,labuan international business and financial center,NA
2019,MYS,0,0,0,0,0,0,0,0,0,0,labuan international business and financial center,NA
2019,MYS,0,0,0,0,0,0,0,NA,NA,0,labuan international business and financial center,NA
2020,MYS,0,0,0,0,0,0,0,NA,NA,0,labuan international business and financial center,NA
2021,MYS,0,0,0,0,0,0,0,NA,NA,0,labuan international business and financial center,NA
2019,MYS,NA,NA,NA,NA,NA,NA,NA,3,3,NA,labuan international business and financial center,NA
2020,MYS,NA,NA,NA,NA,NA,NA,NA,3,3,NA,labuan international business and financial center,NA
2021,MYS,NA,NA,NA,NA,NA,NA,NA,3,3,NA,labuan international business and financial center,NA
2007,NLD,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,patent box,NA
2008,NLD,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,patent box,NA
2009,NLD,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,patent box,NA
2010,NLD,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,patent box,NA
2010,NLD,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,innovation box,NA
2011,NLD,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,innovation box,NA
2012,NLD,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,innovation box,NA
2013,NLD,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,innovation box,NA
2014,NLD,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,innovation box,NA
2015,NLD,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,innovation box,NA
2016,NLD,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,innovation box,NA
2017,NLD,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,innovation box,NA
2018,NLD,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,innovation box,nexus
2019,NLD,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,innovation box,nexus
2020,NLD,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,innovation box,nexus
2021,NLD,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,innovation box,nexus
2008,PAN,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,headquarters law,NA
2009,PAN,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,headquarters law,NA
2010,PAN,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,headquarters law,NA
2011,PAN,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,headquarters law,NA
2012,PAN,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,headquarters law,NA
2013,PAN,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,headquarters law,NA
2014,PAN,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,headquarters law,NA
2015,PAN,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,headquarters law,NA
2016,PAN,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,headquarters law,NA
2017,PAN,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,headquarters law,NA
2018,PAN,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,headquarters law,NA
2019,PAN,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,headquarters law,NA
2020,PAN,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,headquarters law,NA
2021,PAN,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,headquarters law,NA
2008,QAT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,tax incentives,NA
2009,QAT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,tax incentives,NA
2010,QAT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,tax incentives,NA
2011,QAT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,tax incentives,NA
2012,QAT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,tax incentives,NA
2013,QAT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,tax incentives,NA
2014,QAT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,tax incentives,NA
2015,QAT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,tax incentives,NA
2016,QAT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,tax incentives,NA
2017,QAT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,tax incentives,NA
2018,QAT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,tax incentives,NA
2019,QAT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,tax incentives,NA
2020,QAT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,tax incentives,NA
2021,QAT,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,tax incentives,NA
2004,SGP,NA,NA,0,0,NA,0,0,0,0,0,tax incentives,NA
2005,SGP,NA,NA,0,0,NA,0,0,0,0,0,tax incentives,NA
2006,SGP,NA,NA,0,0,NA,0,0,0,0,0,tax incentives,NA
2007,SGP,NA,NA,0,0,NA,0,0,0,0,0,tax incentives,NA
2008,SGP,NA,NA,0,0,NA,0,0,0,0,0,tax incentives,NA
2009,SGP,NA,NA,0,0,NA,0,0,0,0,0,tax incentives,NA
2010,SGP,NA,NA,0,0,NA,0,0,0,0,0,tax incentives,NA
2011,SGP,NA,NA,0,0,NA,0,0,0,0,0,tax incentives,NA
2012,SGP,NA,NA,0,0,NA,0,0,0,0,0,tax incentives,NA
2013,SGP,NA,NA,0,0,NA,0,0,0,0,0,tax incentives,NA
2014,SGP,NA,NA,0,0,NA,0,0,0,0,0,tax incentives,NA
2015,SGP,NA,NA,0,0,NA,0,0,0,0,0,tax incentives,NA
2016,SGP,NA,NA,0,0,NA,0,0,0,0,0,tax incentives,NA
2017,SGP,NA,NA,0,0,NA,0,0,0,0,0,tax incentives,NA
2018,SGP,NA,NA,0,0,NA,0,0,0,0,0,tax incentives,NA
2019,SGP,NA,NA,0,0,NA,0,0,0,0,0,tax incentives,NA
2020,SGP,NA,NA,0,0,NA,0,0,0,0,0,tax incentives,NA
2021,SGP,NA,NA,0,0,NA,0,0,0,0,0,tax incentives,NA
2018,SVK,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,patent box,nexus
2019,SVK,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,patent box,nexus
2020,SVK,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,patent box,nexus
2021,SVK,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,patent box,nexus
2011,SXM,NA,NA,NA,NA,NA,3,3,3,3,3,offshore companies,NA
2012,SXM,NA,NA,NA,NA,NA,3,3,3,3,3,offshore companies,NA
2013,SXM,NA,NA,NA,NA,NA,3,3,3,3,3,offshore companies,NA
2014,SXM,NA,NA,NA,NA,NA,3,3,3,3,3,offshore companies,NA
2015,SXM,NA,NA,NA,NA,NA,3,3,3,3,3,offshore companies,NA
2016,SXM,NA,NA,NA,NA,NA,3,3,3,3,3,offshore companies,NA
2017,SXM,NA,NA,NA,NA,NA,3,3,3,3,3,offshore companies,NA
2018,SXM,NA,NA,NA,NA,NA,3,3,3,3,3,offshore companies,NA
2019,SXM,NA,NA,NA,NA,NA,3,3,3,3,3,offshore companies,NA
2016,THA,NA,NA,NA,NA,NA,NA,0,0,0,NA,tax incentives,NA
2017,THA,NA,NA,NA,NA,NA,NA,0,0,0,NA,tax incentives,NA
2018,THA,NA,NA,NA,NA,NA,NA,0,0,0,NA,tax incentives,NA
2019,THA,0,0,NA,NA,NA,0,NA,NA,NA,NA,tax incentives,NA
2020,THA,0,0,NA,NA,NA,0,NA,NA,NA,NA,tax incentives,NA
2021,THA,0,0,NA,NA,NA,0,NA,NA,NA,NA,tax incentives,NA
2019,THA,NA,NA,NA,NA,NA,NA,3,3,3,NA,tax incentives,NA
2020,THA,NA,NA,NA,NA,NA,NA,3,3,3,NA,tax incentives,NA
2021,THA,NA,NA,NA,NA,NA,NA,3,3,3,NA,tax incentives,NA
2005,TUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,international holding companies,NA
2006,TUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,international holding companies,NA
2007,TUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,international holding companies,NA
2008,TUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,international holding companies,NA
2009,TUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,international holding companies,NA
2010,TUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,international holding companies,NA
2011,TUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,international holding companies,NA
2012,TUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,international holding companies,NA
2013,TUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,international holding companies,NA
2014,TUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,international holding companies,NA
2015,TUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,international holding companies,NA
2016,TUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,international holding companies,NA
2017,TUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,international holding companies,NA
2018,TUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,international holding companies,NA
2019,TUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,international holding companies,NA
2020,TUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,international holding companies,NA
2021,TUR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,international holding companies,NA
2004,VGB,NA,NA,NA,NA,NA,0,0,0,0,0,international business companies,NA
2005,VGB,NA,NA,NA,NA,NA,0,0,0,0,0,international business companies,NA
2011,ZAF,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,headquarter companies,NA
2012,ZAF,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,headquarter companies,NA
2013,ZAF,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,headquarter companies,NA
2014,ZAF,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,headquarter companies,NA
2015,ZAF,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,headquarter companies,NA
2016,ZAF,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,headquarter companies,NA
2017,ZAF,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,headquarter companies,NA
2018,ZAF,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,headquarter companies,NA
2019,ZAF,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,headquarter companies,NA
2020,ZAF,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,headquarter companies,NA
2021,ZAF,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,headquarter companies,NA
